sig_text,method,method_text_start,method_text_end,method_text,dose,dose_max,dose_unit,dose_text_start,dose_text_end,dose_text,strength,strength_max,strength_unit,strength_text_start,strength_text_end,strength_text,route,route_text_start,route_text_end,route_text,frequency,frequency_max,period,period_max,period_unit,time_duration,time_duration_unit,day_of_week,time_of_day,when,offset,bounds,count,frequency_text_start,frequency_text_end,frequency_text,frequency_readable,duration,duration_max,duration_unit,duration_text_start,duration_text_end,duration_text,as_needed,indication,indication_text_start,indication_text_end,indication_text
(also known as lithobid) 2 tablets by mouth every evening at bedtime,,,,,2,,tablet,24,30, 2 tab,,,,,,,oral,35,43,by mouth,1,,1,,day,,,,,in the evening at bedtime,,,,44,68,every evening at bedtime,daily in the evening at bedtime,,,,,,,,,,,
(also known as lithobid) 2 tablets by mouth twice a day,,,,,2,,tablet,24,30, 2 tab,,,,,,,oral,35,43,by mouth,2,,1,,day,,,,,,,,,44,55,twice a day,twice daily,,,,,,,,,,,
(also known as lithobid) 3 tablets by mouth every evening at bedtime,,,,,3,,tablet,24,30, 3 tab,,,,,,,oral,35,43,by mouth,1,,1,,day,,,,,in the evening at bedtime,,,,44,68,every evening at bedtime,daily in the evening at bedtime,,,,,,,,,,,
(also known as lithobid) 4 tablets by mouth every evening at bedtime,,,,,4,,tablet,24,30, 4 tab,,,,,,,oral,35,43,by mouth,1,,1,,day,,,,,in the evening at bedtime,,,,44,68,every evening at bedtime,daily in the evening at bedtime,,,,,,,,,,,
(also known as macrobid) 1 capsule by mouth daily,,,,,1,,capsule,24,34, 1 capsule,,,,,,,oral,35,43,by mouth,1,,1,,day,,,,,,,,,44,49,daily,daily,,,,,,,,,,,
(also known as macrobid) 1 capsule by mouth daily for 5 days,,,,,1,,capsule,24,34, 1 capsule,,,,,,,oral,35,43,by mouth,1,,1,,day,,,,,,,,,44,49,daily,daily,5,,day,50,59,5 day,,,,,
(also known as macrobid) 1 capsule by mouth daily for 7 days,,,,,1,,capsule,24,34, 1 capsule,,,,,,,oral,35,43,by mouth,1,,1,,day,,,,,,,,,44,49,daily,daily,7,,day,50,59,7 day,,,,,
(also known as macrobid) 1 capsule by mouth every 12 hours for 10 days,,,,,1,,capsule,24,34, 1 capsule,,,,,,,oral,35,43,by mouth,1,,12,,hour,,,,,,,,,44,57,every 12 hour,every 12 hours,10,,day,59,69,10 day,,,,,
(also known as macrobid) 1 capsule by mouth every 12 hours for 3 days,,,,,1,,capsule,24,34, 1 capsule,,,,,,,oral,35,43,by mouth,1,,12,,hour,,,,,,,,,44,57,every 12 hour,every 12 hours,3,,day,59,68,3 day,,,,,
(also known as macrobid) 1 capsule by mouth every 12 hours for 5 days,,,,,1,,capsule,24,34, 1 capsule,,,,,,,oral,35,43,by mouth,1,,12,,hour,,,,,,,,,44,57,every 12 hour,every 12 hours,5,,day,59,68,5 day,,,,,
(also known as macrobid) 1 capsule by mouth every 12 hours for 7 days,,,,,1,,capsule,24,34, 1 capsule,,,,,,,oral,35,43,by mouth,1,,12,,hour,,,,,,,,,44,57,every 12 hour,every 12 hours,7,,day,59,68,7 day,,,,,
(also known as macrobid) 1 capsule by mouth every evening at bedtime,,,,,1,,capsule,24,34, 1 capsule,,,,,,,oral,35,43,by mouth,1,,1,,day,,,,,in the evening at bedtime,,,,44,68,every evening at bedtime,daily in the evening at bedtime,,,,,,,,,,,
(also known as macrobid) 1 capsule by mouth twice a day,,,,,1,,capsule,24,34, 1 capsule,,,,,,,oral,35,43,by mouth,2,,1,,day,,,,,,,,,44,55,twice a day,twice daily,,,,,,,,,,,
(also known as macrobid) 1 capsule by mouth twice a day for 10 days,,,,,1,,capsule,24,34, 1 capsule,,,,,,,oral,35,43,by mouth,2,,1,,day,,,,,,,,,44,55,twice a day,twice daily,10,,day,56,66,10 day,,,,,
(also known as macrobid) 1 capsule by mouth twice a day for 14 days,,,,,1,,capsule,24,34, 1 capsule,,,,,,,oral,35,43,by mouth,2,,1,,day,,,,,,,,,44,55,twice a day,twice daily,14,,day,56,66,14 day,,,,,
(also known as macrobid) 1 capsule by mouth twice a day for 3 days,,,,,1,,capsule,24,34, 1 capsule,,,,,,,oral,35,43,by mouth,2,,1,,day,,,,,,,,,44,55,twice a day,twice daily,3,,day,56,65,3 day,,,,,
(also known as macrobid) 1 capsule by mouth twice a day for 5 day(s),,,,,1,,capsule,24,34, 1 capsule,,,,,,,oral,35,43,by mouth,2,,1,,day,,,,,,,,,44,55,twice a day,twice daily,5,,day,56,65,5 day,,,,,
(also known as macrobid) 1 capsule by mouth twice a day for 5 days,,,,,1,,capsule,24,34, 1 capsule,,,,,,,oral,35,43,by mouth,2,,1,,day,,,,,,,,,44,55,twice a day,twice daily,5,,day,56,65,5 day,,,,,
(also known as macrobid) 1 capsule by mouth twice a day for 7 day(s),,,,,1,,capsule,24,34, 1 capsule,,,,,,,oral,35,43,by mouth,2,,1,,day,,,,,,,,,44,55,twice a day,twice daily,7,,day,56,65,7 day,,,,,
(also known as macrobid) 1 capsule by mouth twice a day for 7 days,,,,,1,,capsule,24,34, 1 capsule,,,,,,,oral,35,43,by mouth,2,,1,,day,,,,,,,,,44,55,twice a day,twice daily,7,,day,56,65,7 day,,,,,
(also known as norvasc) 1 tablet by mouth at noon every day,,,,,1,,tablet,23,29, 1 tab,,,,,,,oral,33,41,by mouth,1,,1,,day,,,,,,,,,50,59,every day,daily,,,,,,,,,,,
(also known as pyridium) 1 tablet by mouth tid prn for 2 day(s) as needed for urinary burning,,,,,1,,tablet,24,30, 1 tab,,,,,,,oral,34,42,by mouth,3,,1,,day,,,,,,,,,43,46,tid,3 times per day,2,,day,51,60,2 day,1,urinary burning,47,93,prn for 2 day(s) as needed for urinary burning
(also known as pyridium) 1 tablet by mouth tid prn for 4 day(s) as needed for painful urination,,,,,1,,tablet,24,30, 1 tab,,,,,,,oral,34,42,by mouth,3,,1,,day,,,,,,,,,43,46,tid,3 times per day,4,,day,51,60,4 day,1,pain,47,95,prn for 4 day(s) as needed for painful urination
(also known as pyridium) 1 tablet by mouth tid prn for 5 day(s) as needed for urinary burning,,,,,1,,tablet,24,30, 1 tab,,,,,,,oral,34,42,by mouth,3,,1,,day,,,,,,,,,43,46,tid,3 times per day,5,,day,51,60,5 day,1,urinary burning,47,93,prn for 5 day(s) as needed for urinary burning
(also known as ritalin) 1 tablet by mouth at noon every day,,,,,1,,tablet,23,29, 1 tab,,,,,,,oral,33,41,by mouth,1,,1,,day,,,,,,,,,50,59,every day,daily,,,,,,,,,,,
(also known as tessalon perles) 1-2 capsules by mouth tid for cough,,,,,1,2,capsule,31,43, 1-2 capsule,,,,,,,oral,45,53,by mouth,3,,1,,day,,,,,,,,,54,57,tid,3 times per day,,,,,,,,,,,
(also known as vitamin d2) 1 capsule by mouth every week,,,,,1,,capsule,26,36, 1 capsule,,,,,,,oral,37,45,by mouth,1,,1,,week,,,,,,,,,46,56,every week,every week,,,,,,,,,,,
(also known as vitamin d2) 1 capsule by mouth every week for 12 weeks,,,,,1,,capsule,26,36, 1 capsule,,,,,,,oral,37,45,by mouth,1,,1,,week,,,,,,,,,46,56,every week,every week,12,,week,57,68,12 week,,,,,
(also known as vitamin d2) 1 capsule by mouth every week for 16 weeks,,,,,1,,capsule,26,36, 1 capsule,,,,,,,oral,37,45,by mouth,1,,1,,week,,,,,,,,,46,56,every week,every week,16,,week,57,68,16 week,,,,,
(also known as vitamin d2) 1 capsule by mouth every week for 6 weeks,,,,,1,,capsule,26,36, 1 capsule,,,,,,,oral,37,45,by mouth,1,,1,,week,,,,,,,,,46,56,every week,every week,6,,week,57,67,6 week,,,,,
(also known as vitamin d2) 1 capsule by mouth every week for 8 weeks,,,,,1,,capsule,26,36, 1 capsule,,,,,,,oral,37,45,by mouth,1,,1,,week,,,,,,,,,46,56,every week,every week,8,,week,57,67,8 week,,,,,
(also known as vitamin d2) 1 capsule by mouth every week for 90 day(s),,,,,1,,capsule,26,36, 1 capsule,,,,,,,oral,37,45,by mouth,1,,1,,week,,,,,,,,,46,56,every week,every week,90,,day,57,67,90 day,,,,,
(also known as zithromax) 2 tablets by mouth every week,,,,,2,,tablet,25,31, 2 tab,,,,,,,oral,36,44,by mouth,1,,1,,week,,,,,,,,,45,55,every week,every week,,,,,,,,,,,
(fosamax) 1 tablet by mouth every week,,,,,1,,tablet,9,15, 1 tab,,,,,,,oral,19,27,by mouth,1,,1,,week,,,,,,,,,28,38,every week,every week,,,,,,,,,,,
(macrobid) 1 capsule by mouth daily,,,,,1,,capsule,10,20, 1 capsule,,,,,,,oral,21,29,by mouth,1,,1,,day,,,,,,,,,30,35,daily,daily,,,,,,,,,,,
(macrobid) 1 capsule by mouth every 12 hours for 7 days,,,,,1,,capsule,10,20, 1 capsule,,,,,,,oral,21,29,by mouth,1,,12,,hour,,,,,,,,,30,43,every 12 hour,every 12 hours,7,,day,45,54,7 day,,,,,
(macrobid) 1 capsule by mouth every 12 hours for seven days,,,,,1,,capsule,10,20, 1 capsule,,,,,,,oral,21,29,by mouth,1,,12,,hour,,,,,,,,,30,43,every 12 hour,every 12 hours,7,,day,45,58,seven day,,,,,
(macrobid) 1 capsule by mouth twice a day for 7 days,,,,,1,,capsule,10,20, 1 capsule,,,,,,,oral,21,29,by mouth,2,,1,,day,,,,,,,,,30,41,twice a day,twice daily,7,,day,42,51,7 day,,,,,
(macrobid) 1 capsule by mouth twice a day for five days,,,,,1,,capsule,10,20, 1 capsule,,,,,,,oral,21,29,by mouth,2,,1,,day,,,,,,,,,30,41,twice a day,twice daily,5,,day,42,54,five day,,,,,
(macrobid) 1 capsule by mouth twice a day for seven days,,,,,1,,capsule,10,20, 1 capsule,,,,,,,oral,21,29,by mouth,2,,1,,day,,,,,,,,,30,41,twice a day,twice daily,7,,day,42,55,seven day,,,,,
(macrobid) 1 capsule by mouth twice a day for ten days,,,,,1,,capsule,10,20, 1 capsule,,,,,,,oral,21,29,by mouth,2,,1,,day,,,,,,,,,30,41,twice a day,twice daily,10,,day,42,53,ten day,,,,,
(veetids) 1 tablet by mouth twice a day for ten days,,,,,1,,tablet,9,15, 1 tab,,,,,,,oral,19,27,by mouth,2,,1,,day,,,,,,,,,28,39,twice a day,twice daily,10,,day,40,51,ten day,,,,,
0.1 mg bid,,,,,,,,,,,0.1,,mg,0,6,0.1 mg,,,,,2,,1,,day,,,,,,,,,7,10,bid,twice daily,,,,,,,,,,,
0.5 mg bid,,,,,,,,,,,0.5,,mg,0,6,0.5 mg,,,,,2,,1,,day,,,,,,,,,7,10,bid,twice daily,,,,,,,,,,,
0.5 mg po bid,,,,,,,,,,,0.5,,mg,0,6,0.5 mg,oral,7,9,po,2,,1,,day,,,,,,,,,10,13,bid,twice daily,,,,,,,,,,,
0.5 mg tid,,,,,,,,,,,0.5,,mg,0,6,0.5 mg,,,,,3,,1,,day,,,,,,,,,7,10,tid,3 times per day,,,,,,,,,,,
0.5 milliliter subcutaneously every week,,,,,0.5,,mL,0,14,0.5 milliliter,,,,,,,subcutaneous,15,29,subcutaneously,1,,1,,week,,,,,,,,,30,40,every week,every week,,,,,,,,,,,
0.5 tablet by mouth every week,,,,,0.5,,tablet,0,7,0.5 tab,,,,,,,oral,11,19,by mouth,1,,1,,week,,,,,,,,,20,30,every week,every week,,,,,,,,,,,
0.5 tablet by mouth every week for 90 day(s),,,,,0.5,,tablet,0,7,0.5 tab,,,,,,,oral,11,19,by mouth,1,,1,,week,,,,,,,,,20,30,every week,every week,90,,day,31,41,90 day,,,,,
0.5mg bid,,,,,,,,,,,0.5,,mg,0,5,0.5mg,,,,,2,,1,,day,,,,,,,,,6,9,bid,twice daily,,,,,,,,,,,
0.5mg po bid,,,,,,,,,,,0.5,,mg,0,5,0.5mg,oral,6,8,po,2,,1,,day,,,,,,,,,9,12,bid,twice daily,,,,,,,,,,,
0.5mg po tid,,,,,,,,,,,0.5,,mg,0,5,0.5mg,oral,6,8,po,3,,1,,day,,,,,,,,,9,12,tid,3 times per day,,,,,,,,,,,
0.5mg tid,,,,,,,,,,,0.5,,mg,0,5,0.5mg,,,,,3,,1,,day,,,,,,,,,6,9,tid,3 times per day,,,,,,,,,,,
1 (one) capsule by mouth every day,,,,,1,,capsule,1,15, (one) capsule,,,,,,,oral,16,24,by mouth,1,,1,,day,,,,,,,,,25,34,every day,daily,,,,,,,,,,,
1 (one) capsule by mouth every week,,,,,1,,capsule,1,15, (one) capsule,,,,,,,oral,16,24,by mouth,1,,1,,week,,,,,,,,,25,35,every week,every week,,,,,,,,,,,
1 (one) capsule by mouth every week for eight weeks,,,,,1,,capsule,1,15, (one) capsule,,,,,,,oral,16,24,by mouth,1,,1,,week,,,,,,,,,25,35,every week,every week,8,,week,36,50,eight week,,,,,
1 (one) capsule by mouth every week for six months,,,,,1,,capsule,1,15, (one) capsule,,,,,,,oral,16,24,by mouth,1,,1,,week,,,,,,,,,25,35,every week,every week,6,,month,36,49,six month,,,,,
1 (one) capsule by mouth every week for six weeks,,,,,1,,capsule,1,15, (one) capsule,,,,,,,oral,16,24,by mouth,1,,1,,week,,,,,,,,,25,35,every week,every week,6,,week,36,48,six week,,,,,
1 (one) capsule by mouth every week for three months,,,,,1,,capsule,1,15, (one) capsule,,,,,,,oral,16,24,by mouth,1,,1,,week,,,,,,,,,25,35,every week,every week,3,,month,36,51,three month,,,,,
1 (one) capsule by mouth every week for twelve weeks,,,,,1,,capsule,1,15, (one) capsule,,,,,,,oral,16,24,by mouth,1,,1,,week,,,,,,,,,25,35,every week,every week,12,,week,36,51,twelve week,,,,,
1 (one) milliliter subcutaneously every week,,,,,1,,mL,1,18, (one) milliliter,,,,,,,subcutaneous,19,33,subcutaneously,1,,1,,week,,,,,,,,,34,44,every week,every week,,,,,,,,,,,
"1 (one) patch on dry, cleaned skin every week",,,,,1,,transdermal patch,1,13, (one) patch,,,,,,,topical,22,34,cleaned skin,1,,1,,week,,,,,,,,,35,45,every week,every week,,,,,,,,,,,
"1 (one) patch on dry, cleaned skin every week for three weeks",,,,,1,,transdermal patch,1,13, (one) patch,,,,,,,topical,22,34,cleaned skin,1,,1,,week,,,,,,,,,35,45,every week,every week,3,,week,46,60,three week,,,,,
"1 (one) patch on dry, cleaned skin every week for twenty-eight days",,,,,1,,transdermal patch,1,13, (one) patch,,,,,,,topical,22,34,cleaned skin,1,,1,,week,,,,,,,,,35,45,every week,every week,20,8,day,46,66,twenty-eight day,,,,,
1 (one) pen subcutaneously every week,,,,,1,,pen,1,11, (one) pen,,,,,,,subcutaneous,12,26,subcutaneously,1,,1,,week,,,,,,,,,27,37,every week,every week,,,,,,,,,,,
1 (one) syringe subcutaneously every week,,,,,1,,syringe,1,15, (one) syringe,,,,,,,subcutaneous,16,30,subcutaneously,1,,1,,week,,,,,,,,,31,41,every week,every week,,,,,,,,,,,
1 (one) tablet by mouth at noon every day,,,,,1,,tablet,1,11, (one) tab,,,,,,,oral,15,23,by mouth,1,,1,,day,,,,,,,,,32,41,every day,daily,,,,,,,,,,,
1 (one) tablet by mouth every day,,,,,1,,tablet,1,11, (one) tab,,,,,,,oral,15,23,by mouth,1,,1,,day,,,,,,,,,24,33,every day,daily,,,,,,,,,,,
1 (one) tablet by mouth every week,,,,,1,,tablet,1,11, (one) tab,,,,,,,oral,15,23,by mouth,1,,1,,week,,,,,,,,,24,34,every week,every week,,,,,,,,,,,
1 bid,,,,,,,,,,,,,,,,,,,,,2,,1,,day,,,,,,,,,2,5,bid,twice daily,,,,,,,,,,,
1 by mouth every day,,,,,,,,,,,,,,,,,oral,2,10,by mouth,1,,1,,day,,,,,,,,,11,20,every day,daily,,,,,,,,,,,
1 capsule by mouth at noon every day,,,,,1,,capsule,0,9,1 capsule,,,,,,,oral,10,18,by mouth,1,,1,,day,,,,,,,,,27,36,every day,daily,,,,,,,,,,,
1 capsule by mouth every week,,,,,1,,capsule,0,9,1 capsule,,,,,,,oral,10,18,by mouth,1,,1,,week,,,,,,,,,19,29,every week,every week,,,,,,,,,,,
1 capsule by mouth every week for 10 weeks,,,,,1,,capsule,0,9,1 capsule,,,,,,,oral,10,18,by mouth,1,,1,,week,,,,,,,,,19,29,every week,every week,10,,week,30,41,10 week,,,,,
1 capsule by mouth every week for 12 weeks,,,,,1,,capsule,0,9,1 capsule,,,,,,,oral,10,18,by mouth,1,,1,,week,,,,,,,,,19,29,every week,every week,12,,week,30,41,12 week,,,,,
1 capsule by mouth every week for 13 weeks,,,,,1,,capsule,0,9,1 capsule,,,,,,,oral,10,18,by mouth,1,,1,,week,,,,,,,,,19,29,every week,every week,13,,week,30,41,13 week,,,,,
1 capsule by mouth every week for 16 weeks,,,,,1,,capsule,0,9,1 capsule,,,,,,,oral,10,18,by mouth,1,,1,,week,,,,,,,,,19,29,every week,every week,16,,week,30,41,16 week,,,,,
1 capsule by mouth every week for 2 months,,,,,1,,capsule,0,9,1 capsule,,,,,,,oral,10,18,by mouth,1,,1,,week,,,,,,,,,19,29,every week,every week,2,,month,30,41,2 month,,,,,
1 capsule by mouth every week for 20 weeks,,,,,1,,capsule,0,9,1 capsule,,,,,,,oral,10,18,by mouth,1,,1,,week,,,,,,,,,19,29,every week,every week,20,,week,30,41,20 week,,,,,
1 capsule by mouth every week for 3 months,,,,,1,,capsule,0,9,1 capsule,,,,,,,oral,10,18,by mouth,1,,1,,week,,,,,,,,,19,29,every week,every week,3,,month,30,41,3 month,,,,,
1 capsule by mouth every week for 3 weeks,,,,,1,,capsule,0,9,1 capsule,,,,,,,oral,10,18,by mouth,1,,1,,week,,,,,,,,,19,29,every week,every week,3,,week,30,40,3 week,,,,,
1 capsule by mouth every week for 4 months,,,,,1,,capsule,0,9,1 capsule,,,,,,,oral,10,18,by mouth,1,,1,,week,,,,,,,,,19,29,every week,every week,4,,month,30,41,4 month,,,,,
1 capsule by mouth every week for 4 weeks,,,,,1,,capsule,0,9,1 capsule,,,,,,,oral,10,18,by mouth,1,,1,,week,,,,,,,,,19,29,every week,every week,4,,week,30,40,4 week,,,,,
1 capsule by mouth every week for 6 months,,,,,1,,capsule,0,9,1 capsule,,,,,,,oral,10,18,by mouth,1,,1,,week,,,,,,,,,19,29,every week,every week,6,,month,30,41,6 month,,,,,
1 capsule by mouth every week for 6 weeks,,,,,1,,capsule,0,9,1 capsule,,,,,,,oral,10,18,by mouth,1,,1,,week,,,,,,,,,19,29,every week,every week,6,,week,30,40,6 week,,,,,
1 capsule by mouth every week for 60 days,,,,,1,,capsule,0,9,1 capsule,,,,,,,oral,10,18,by mouth,1,,1,,week,,,,,,,,,19,29,every week,every week,60,,day,30,40,60 day,,,,,
1 capsule by mouth every week for 7 weeks,,,,,1,,capsule,0,9,1 capsule,,,,,,,oral,10,18,by mouth,1,,1,,week,,,,,,,,,19,29,every week,every week,7,,week,30,40,7 week,,,,,
1 capsule by mouth every week for 8 weeks,,,,,1,,capsule,0,9,1 capsule,,,,,,,oral,10,18,by mouth,1,,1,,week,,,,,,,,,19,29,every week,every week,8,,week,30,40,8 week,,,,,
1 capsule by mouth every week for 90 day(s),,,,,1,,capsule,0,9,1 capsule,,,,,,,oral,10,18,by mouth,1,,1,,week,,,,,,,,,19,29,every week,every week,90,,day,30,40,90 day,,,,,
1 capsule by mouth every week for eight weeks,,,,,1,,capsule,0,9,1 capsule,,,,,,,oral,10,18,by mouth,1,,1,,week,,,,,,,,,19,29,every week,every week,8,,week,30,44,eight week,,,,,
