original_sig_text,sig_text,method,method_text_start,method_text_end,method_text,dose,dose_max,dose_unit,dose_text_start,dose_text_end,dose_text,strength,strength_max,strength_unit,strength_text_start,strength_text_end,strength_text,route,route_text_start,route_text_end,route_text,frequency,frequency_max,period,period_max,period_unit,time_duration,time_duration_unit,day_of_week,time_of_day,offset,bounds,count,frequency_text_start,frequency_text_end,frequency_text,frequency_readable,when,when_text_start,when_text_end,when_text,duration,duration_max,duration_unit,duration_text_start,duration_text_end,duration_text,as_needed,indication,indication_text_start,indication_text_end,indication_text
"50 MCG/ACTUATION NASAL SPRAY, SUSP (ALSO KNOWN AS FLONASE) 2 SPRAY IN EACH NOSTRIL DAILY",50 mcg/actuation nasal spray susp also known as flonase 2 spray in each nostril daily,spray,23,28,spray,2,,spray,55,63, 2 spray,50,,mcg,0,6,50 mcg,in nostril(s),17,22,nasal,1,,1,,day,,,,,,,,80,85,daily,daily,,,,,,,,,,,,,,,
"50 MCG/ACTUATION NASAL SPRAY, SUSP (ALSO KNOWN AS FLONASE) 2 SPRAY IN EACH NOSTRIL DAILY AS NEEDED",50 mcg/actuation nasal spray susp also known as flonase 2 spray in each nostril daily as needed,spray,23,28,spray,2,,spray,55,63, 2 spray,50,,mcg,0,6,50 mcg,in nostril(s),17,22,nasal,1,,1,,day,,,,,,,,80,85,daily,daily,,,,,,,,,,,1,,86,95,as needed
"50 MCG/ACTUATION NASAL SPRAY, SUSP (ALSO KNOWN AS FLONASE) 2 SPRAY IN EACH NOSTRIL DAILY PRN",50 mcg/actuation nasal spray susp also known as flonase 2 spray in each nostril daily prn,spray,23,28,spray,2,,spray,55,63, 2 spray,50,,mcg,0,6,50 mcg,in nostril(s),17,22,nasal,1,,1,,day,,,,,,,,80,85,daily,daily,,,,,,,,,,,1,,86,89,prn
"50 MCG/ACTUATION NASAL SPRAY, SUSP (ALSO KNOWN AS FLONASE) 2 SPRAYS IN EACH NOSTRIL DAILY",50 mcg/actuation nasal spray susp also known as flonase 2 sprays in each nostril daily,spray,23,28,spray,2,,spray,55,63, 2 spray,50,,mcg,0,6,50 mcg,in nostril(s),17,22,nasal,1,,1,,day,,,,,,,,81,86,daily,daily,,,,,,,,,,,,,,,
"50 MCG/ACTUATION NASAL SPRAY, SUSP (ALSO KNOWN AS FLONASE) 2 SPRAYS IN EACH NOSTRIL DAILY AS NEEDED",50 mcg/actuation nasal spray susp also known as flonase 2 sprays in each nostril daily as needed,spray,23,28,spray,2,,spray,55,63, 2 spray,50,,mcg,0,6,50 mcg,in nostril(s),17,22,nasal,1,,1,,day,,,,,,,,81,86,daily,daily,,,,,,,,,,,1,,87,96,as needed
"50 MCG/ACTUATION NASAL SPRAY, SUSP (ALSO KNOWN AS FLONASE) 2 SPRAYS IN EACH NOSTRIL DAILY PRN",50 mcg/actuation nasal spray susp also known as flonase 2 sprays in each nostril daily prn,spray,23,28,spray,2,,spray,55,63, 2 spray,50,,mcg,0,6,50 mcg,in nostril(s),17,22,nasal,1,,1,,day,,,,,,,,81,86,daily,daily,,,,,,,,,,,1,,87,90,prn
"50 MCG/ACTUATION NASAL SPRAY,SUSPENSION (ALSO KNOWN AS FLONASE) 1 SPRAY IN EACH NOSTRIL DAILY",50 mcg/actuation nasal spraysuspension also known as flonase 1 spray in each nostril daily,spray,63,68,spray,1,,spray,60,68, 1 spray,50,,mcg,0,6,50 mcg,in nostril(s),17,22,nasal,1,,1,,day,,,,,,,,85,90,daily,daily,,,,,,,,,,,,,,,
"50 MCG/ACTUATION NASAL SPRAY,SUSPENSION (ALSO KNOWN AS FLONASE) 1 SPRAY IN EACH NOSTRIL DAILY AS NEEDED",50 mcg/actuation nasal spraysuspension also known as flonase 1 spray in each nostril daily as needed,spray,63,68,spray,1,,spray,60,68, 1 spray,50,,mcg,0,6,50 mcg,in nostril(s),17,22,nasal,1,,1,,day,,,,,,,,85,90,daily,daily,,,,,,,,,,,1,,91,100,as needed
"50 MCG/ACTUATION NASAL SPRAY,SUSPENSION (ALSO KNOWN AS FLONASE) 1 SPRAY IN EACH NOSTRIL TWICE A DAY AS NEEDED",50 mcg/actuation nasal spraysuspension also known as flonase 1 spray in each nostril twice a day as needed,spray,63,68,spray,1,,spray,60,68, 1 spray,50,,mcg,0,6,50 mcg,in nostril(s),17,22,nasal,1,,1,,day,,,,,,,,91,96,a day,daily,,,,,,,,,,,1,,97,106,as needed
"50 MCG/ACTUATION NASAL SPRAY,SUSPENSION (ALSO KNOWN AS FLONASE) 2 SPRAY IN EACH NOSTRIL AS NEEDED",50 mcg/actuation nasal spraysuspension also known as flonase 2 spray in each nostril as needed,spray,63,68,spray,2,,spray,60,68, 2 spray,50,,mcg,0,6,50 mcg,in nostril(s),17,22,nasal,,,,,,,,,,,,,85,94,as needed,as needed,,,,,,,,,,,1,,85,94,as needed
"50 MCG/ACTUATION NASAL SPRAY,SUSPENSION (ALSO KNOWN AS FLONASE) 2 SPRAY IN EACH NOSTRIL DAILY",50 mcg/actuation nasal spraysuspension also known as flonase 2 spray in each nostril daily,spray,63,68,spray,2,,spray,60,68, 2 spray,50,,mcg,0,6,50 mcg,in nostril(s),17,22,nasal,1,,1,,day,,,,,,,,85,90,daily,daily,,,,,,,,,,,,,,,
"50 MCG/ACTUATION NASAL SPRAY,SUSPENSION (ALSO KNOWN AS FLONASE) 2 SPRAY IN EACH NOSTRIL DAILY AS NEEDED",50 mcg/actuation nasal spraysuspension also known as flonase 2 spray in each nostril daily as needed,spray,63,68,spray,2,,spray,60,68, 2 spray,50,,mcg,0,6,50 mcg,in nostril(s),17,22,nasal,1,,1,,day,,,,,,,,85,90,daily,daily,,,,,,,,,,,1,,91,100,as needed
"50 MCG/ACTUATION NASAL SPRAY,SUSPENSION (ALSO KNOWN AS FLONASE) 2 SPRAY IN EACH NOSTRIL DAILY PRN",50 mcg/actuation nasal spraysuspension also known as flonase 2 spray in each nostril daily prn,spray,63,68,spray,2,,spray,60,68, 2 spray,50,,mcg,0,6,50 mcg,in nostril(s),17,22,nasal,1,,1,,day,,,,,,,,85,90,daily,daily,,,,,,,,,,,1,,91,94,prn
"50 MCG/ACTUATION NASAL SPRAY,SUSPENSION (ALSO KNOWN AS FLONASE) 2 SPRAYS IN EACH NOSTRIL DAILY",50 mcg/actuation nasal spraysuspension also known as flonase 2 sprays in each nostril daily,,,,,2,,spray,60,68, 2 spray,50,,mcg,0,6,50 mcg,in nostril(s),17,22,nasal,1,,1,,day,,,,,,,,86,91,daily,daily,,,,,,,,,,,,,,,
"50 MCG/ACTUATION NASAL SPRAY,SUSPENSION (ALSO KNOWN AS FLONASE) 2 SPRAYS IN EACH NOSTRIL DAILY AS NEEDED",50 mcg/actuation nasal spraysuspension also known as flonase 2 sprays in each nostril daily as needed,,,,,2,,spray,60,68, 2 spray,50,,mcg,0,6,50 mcg,in nostril(s),17,22,nasal,1,,1,,day,,,,,,,,86,91,daily,daily,,,,,,,,,,,1,,92,101,as needed
"50 MCG/ACTUATION NASAL SPRAY,SUSPENSION 1 SPRAY IN EACH NOSTRIL DAILY",50 mcg/actuation nasal spraysuspension 1 spray in each nostril daily,spray,41,46,spray,1,,spray,38,46, 1 spray,50,,mcg,0,6,50 mcg,in nostril(s),17,22,nasal,1,,1,,day,,,,,,,,63,68,daily,daily,,,,,,,,,,,,,,,
"50 MCG/ACTUATION NASAL SPRAY,SUSPENSION 1 SPRAY IN EACH NOSTRIL DAILY AS NEEDED",50 mcg/actuation nasal spraysuspension 1 spray in each nostril daily as needed,spray,41,46,spray,1,,spray,38,46, 1 spray,50,,mcg,0,6,50 mcg,in nostril(s),17,22,nasal,1,,1,,day,,,,,,,,63,68,daily,daily,,,,,,,,,,,1,,69,78,as needed
"50 MCG/ACTUATION NASAL SPRAY,SUSPENSION 1 SPRAY IN EACH NOSTRIL TWICE A DAY AS NEEDED",50 mcg/actuation nasal spraysuspension 1 spray in each nostril twice a day as needed,spray,41,46,spray,1,,spray,38,46, 1 spray,50,,mcg,0,6,50 mcg,in nostril(s),17,22,nasal,1,,1,,day,,,,,,,,69,74,a day,daily,,,,,,,,,,,1,,75,84,as needed
"50 MCG/ACTUATION NASAL SPRAY,SUSPENSION 2 SPRAY IN EACH NOSTRIL AS NEEDED",50 mcg/actuation nasal spraysuspension 2 spray in each nostril as needed,spray,41,46,spray,2,,spray,38,46, 2 spray,50,,mcg,0,6,50 mcg,in nostril(s),17,22,nasal,,,,,,,,,,,,,63,72,as needed,as needed,,,,,,,,,,,1,,63,72,as needed
"50 MCG/ACTUATION NASAL SPRAY,SUSPENSION 2 SPRAY IN EACH NOSTRIL DAILY",50 mcg/actuation nasal spraysuspension 2 spray in each nostril daily,spray,41,46,spray,2,,spray,38,46, 2 spray,50,,mcg,0,6,50 mcg,in nostril(s),17,22,nasal,1,,1,,day,,,,,,,,63,68,daily,daily,,,,,,,,,,,,,,,
"50 MCG/ACTUATION NASAL SPRAY,SUSPENSION 2 SPRAY IN EACH NOSTRIL DAILY AS NEEDED",50 mcg/actuation nasal spraysuspension 2 spray in each nostril daily as needed,spray,41,46,spray,2,,spray,38,46, 2 spray,50,,mcg,0,6,50 mcg,in nostril(s),17,22,nasal,1,,1,,day,,,,,,,,63,68,daily,daily,,,,,,,,,,,1,,69,78,as needed
"50 MCG/ACTUATION NASAL SPRAY,SUSPENSION 2 SPRAYS IN EACH NOSTRIL DAILY",50 mcg/actuation nasal spraysuspension 2 sprays in each nostril daily,,,,,2,,spray,38,46, 2 spray,50,,mcg,0,6,50 mcg,in nostril(s),17,22,nasal,1,,1,,day,,,,,,,,64,69,daily,daily,,,,,,,,,,,,,,,
"50 MCG/ACTUATION NASAL SPRAY,SUSPENSION 2 SPRAYS IN EACH NOSTRIL DAILY AS NEEDED",50 mcg/actuation nasal spraysuspension 2 sprays in each nostril daily as needed,,,,,2,,spray,38,46, 2 spray,50,,mcg,0,6,50 mcg,in nostril(s),17,22,nasal,1,,1,,day,,,,,,,,64,69,daily,daily,,,,,,,,,,,1,,70,79,as needed
50MCG 1 SPRAY EACH NOSTRIL DAILY,50mcg 1 spray each nostril daily,spray,8,13,spray,1,,spray,5,13, 1 spray,50,,mcg,0,5,50mcg,in each nostril,14,26,each nostril,1,,1,,day,,,,,,,,27,32,daily,daily,,,,,,,,,,,,,,,
50MCG 2 SPRAYS EACH NOSTRIL DAILY,50mcg 2 sprays each nostril daily,,,,,2,,spray,5,13, 2 spray,50,,mcg,0,5,50mcg,in each nostril,15,27,each nostril,1,,1,,day,,,,,,,,28,33,daily,daily,,,,,,,,,,,,,,,
50MCG 2 SPRAYS IN EACH NOSTRIL DAILY,50mcg 2 sprays in each nostril daily,,,,,2,,spray,5,13, 2 spray,50,,mcg,0,5,50mcg,in each nostril,15,30,in each nostril,1,,1,,day,,,,,,,,31,36,daily,daily,,,,,,,,,,,,,,,
8LMG PO DAILY,8lmg po daily,,,,,8,,L,0,2,8l,,,,,,,by mouth,5,7,po,1,,1,,day,,,,,,,,8,13,daily,daily,,,,,,,,,,,,,,,
ADMINISTER 2 SPRAYS (110 MCG TOTAL) INTO EACH NOSTRIL DAILY,administer 2 sprays 110 mcg total into each nostril daily,administer,0,10,administer,2,,spray,10,18, 2 spray,110,,mcg,19,27, 110 mcg,in each nostril,34,51,into each nostril,1,,1,,day,,,,,,,,52,57,daily,daily,,,,,,,,,,,,,,,
TAKE 1/2 TABLET (20MG) EVERY DAY IN THE EVENING.   **DNS**,take 1/2 tablet 20mg every day in the evening dns,take,0,4,take,0.5,,tablet,4,15, 1/2 tablet,20,,mg,15,20, 20mg,by mouth,9,15,tablet,1,,1,,day,,,,,,,,27,30,day,daily,in the evening,31,45,in the evening,,,,,,,,,,,
