sig_text,method,method_text_start,method_text_end,method_text,dose,dose_max,dose_unit,dose_text_start,dose_text_end,dose_text,strength,strength_max,strength_unit,strength_text_start,strength_text_end,strength_text,route,route_text_start,route_text_end,route_text,frequency,frequency_max,period,period_max,period_unit,time_duration,time_duration_unit,day_of_week,time_of_day,offset,bounds,count,frequency_text_start,frequency_text_end,frequency_text,frequency_readable,when,when_text_start,when_text_end,when_text,duration,duration_max,duration_unit,duration_text_start,duration_text_end,duration_text,as_needed,indication,indication_text_start,indication_text_end,indication_text
1 tablet by mouth every 6 hours as needed for pain,,,,,1,,tablet,0,8,1 tablet,,,,,,,by mouth,9,17,by mouth,1,,6,,hour,,,,,,,,18,30,every 6 hour,every 6 hours,,,,,,,,,,,1,pain,32,50,as needed for pain
1 tablet by mouth twice a day for 10 days,,,,,1,,tablet,0,8,1 tablet,,,,,,,by mouth,9,17,by mouth,2,,1,,day,,,,,,,,18,29,twice a day,twice daily,,,,,10,,day,30,40,10 day,,,,,
once daily by mouth,,,,,,,,,,,,,,,,,by mouth,11,19,by mouth,1,,1,,day,,,,,,,,0,10,once daily,daily,,,,,,,,,,,,,,,
also known as cozaar 1 tablet by mouth daily,,,,,1,,tablet,20,29, 1 tablet,,,,,,,by mouth,30,38,by mouth,1,,1,,day,,,,,,,,39,44,daily,daily,,,,,,,,,,,,,,,
1 tablet by mouth daily for 28 days,,,,,1,,tablet,0,8,1 tablet,,,,,,,by mouth,9,17,by mouth,1,,1,,day,,,,,,,,18,23,daily,daily,,,,,28,,day,24,34,28 day,,,,,
10mg 1 tablet by mouth daily,,,,,1,,tablet,4,13, 1 tablet,10,,mg,0,4,10mg,by mouth,14,22,by mouth,1,,1,,day,,,,,,,,23,28,daily,daily,,,,,,,,,,,,,,,
also known as coreg 1 tablet by mouth twice a day,,,,,1,,tablet,19,28, 1 tablet,,,,,,,by mouth,29,37,by mouth,2,,1,,day,,,,,,,,38,49,twice a day,twice daily,,,,,,,,,,,,,,,
1 spray in each nostril daily,spray,2,7,spray,1,,spray,0,7,1 spray,,,,,,,in each nostril,8,23,in each nostril,1,,1,,day,,,,,,,,24,29,daily,daily,,,,,,,,,,,,,,,
81mg 1 tablet by mouth daily,,,,,1,,tablet,4,13, 1 tablet,81,,mg,0,4,81mg,by mouth,14,22,by mouth,1,,1,,day,,,,,,,,23,28,daily,daily,,,,,,,,,,,,,,,
take as directed,take,0,4,take,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,16,as directed,,,,,,,,,,,,,,,,
1 tablet by mouth every morning,,,,,1,,tablet,0,8,1 tablet,,,,,,,by mouth,9,17,by mouth,1,,1,,day,,,,,,,,18,31,every morning,daily,in the morning,18,31,every morning,,,,,,,,,,,
also known as zoloft 1 tablet by mouth daily,,,,,1,,tablet,20,29, 1 tablet,,,,,,,by mouth,30,38,by mouth,1,,1,,day,,,,,,,,39,44,daily,daily,,,,,,,,,,,,,,,
one tab by mouth daily,,,,,1,,tablet,0,7,one tab,,,,,,,by mouth,8,16,by mouth,1,,1,,day,,,,,,,,17,22,daily,daily,,,,,,,,,,,,,,,
also known as flonase 2 spray in each nostril daily,spray,24,29,spray,2,,spray,21,29, 2 spray,,,,,,,in each nostril,30,45,in each nostril,1,,1,,day,,,,,,,,46,51,daily,daily,,,,,,,,,,,,,,,
10 mg by mouth daily,,,,,,,,,,,10,,mg,0,5,10 mg,by mouth,6,14,by mouth,1,,1,,day,,,,,,,,15,20,daily,daily,,,,,,,,,,,,,,,
1 tablet by mouth daily for 84 days,,,,,1,,tablet,0,8,1 tablet,,,,,,,by mouth,9,17,by mouth,1,,1,,day,,,,,,,,18,23,daily,daily,,,,,84,,day,24,34,84 day,,,,,
81 mg by mouth daily,,,,,,,,,,,81,,mg,0,5,81 mg,by mouth,6,14,by mouth,1,,1,,day,,,,,,,,15,20,daily,daily,,,,,,,,,,,,,,,
20 mg by mouth daily,,,,,,,,,,,20,,mg,0,5,20 mg,by mouth,6,14,by mouth,1,,1,,day,,,,,,,,15,20,daily,daily,,,,,,,,,,,,,,,
20mg 1 tablet by mouth daily,,,,,1,,tablet,4,13, 1 tablet,20,,mg,0,4,20mg,by mouth,14,22,by mouth,1,,1,,day,,,,,,,,23,28,daily,daily,,,,,,,,,,,,,,,
one tablet daily,,,,,1,,tablet,0,10,one tablet,,,,,,,,,,,1,,1,,day,,,,,,,,11,16,daily,daily,,,,,,,,,,,,,,,
1 tablet by mouth every 6 hours for 3 days as needed for pain,,,,,1,,tablet,0,8,1 tablet,,,,,,,by mouth,9,17,by mouth,1,,6,,hour,,,,,,,,18,30,every 6 hour,every 6 hours,,,,,3,,day,32,41,3 day,1,pain,43,61,as needed for pain
apply a thin layer to the affected areas by topical route 2 times per day,apply,0,5,apply,,,,,,,,,,,,,topically,44,51,topical,2,,1,,day,,,,,,,,58,73,2 times per day,twice daily,,,,,,,,,,,,,,,
40mg 1 tablet by mouth daily,,,,,1,,tablet,4,13, 1 tablet,40,,mg,0,4,40mg,by mouth,14,22,by mouth,1,,1,,day,,,,,,,,23,28,daily,daily,,,,,,,,,,,,,,,
40 mg by mouth daily,,,,,,,,,,,40,,mg,0,5,40 mg,by mouth,6,14,by mouth,1,,1,,day,,,,,,,,15,20,daily,daily,,,,,,,,,,,,,,,
2 tablets by mouth twice a day,,,,,2,,tablet,0,9,2 tablets,,,,,,,by mouth,10,18,by mouth,2,,1,,day,,,,,,,,19,30,twice a day,twice daily,,,,,,,,,,,,,,,
1 tablet by mouth once daily,,,,,1,,tablet,0,8,1 tablet,,,,,,,by mouth,9,17,by mouth,1,,1,,day,,,,,,,,18,28,once daily,daily,,,,,,,,,,,,,,,
81 mg orally once daily in the morning,,,,,,,,,,,81,,mg,0,5,81 mg,by mouth,6,12,orally,1,,1,,day,,,,,,,,13,23,once daily,daily,in the morning,24,38,in the morning,,,,,,,,,,,
also known as neurontin 1 capsule by mouth three times a day,,,,,1,,capsule,23,33, 1 capsule,,,,,,,by mouth,34,42,by mouth,3,,1,,day,,,,,,,,43,60,three times a day,3 times per day,,,,,,,,,,,,,,,
also known as toprol xl 1 tablet by mouth daily,,,,,1,,tablet,23,32, 1 tablet,,,,,,,by mouth,33,41,by mouth,1,,1,,day,,,,,,,,42,47,daily,daily,,,,,,,,,,,,,,,
4000 milliliters by mouth one time only,,,,,4000,,mL,0,15,4000 milliliter,,,,,,,by mouth,17,25,by mouth,,,,,,,,,,,,1,26,39,one time only,once,,,,,,,,,,,,,,,
also known as lasix 1 tablet by mouth daily,,,,,1,,tablet,19,28, 1 tablet,,,,,,,by mouth,29,37,by mouth,1,,1,,day,,,,,,,,38,43,daily,daily,,,,,,,,,,,,,,,
take 2 tablets 500 mg by oral route once daily for 1 day then 1 tablet 250 mg by oral route once daily for 4 days,take,0,4,take,2,,tablet,4,14, 2 tablets,500,,mg,14,21, 500 mg,by mouth,25,29,oral,1,,1,,day,,,,,,,,36,46,once daily,daily,,,,,1,,day,47,56,1 day,,,,,
also known as celexa 1 tablet by mouth daily,,,,,1,,tablet,20,29, 1 tablet,,,,,,,by mouth,30,38,by mouth,1,,1,,day,,,,,,,,39,44,daily,daily,,,,,,,,,,,,,,,
also known as plavix 1 tablet by mouth daily,,,,,1,,tablet,20,29, 1 tablet,,,,,,,by mouth,30,38,by mouth,1,,1,,day,,,,,,,,39,44,daily,daily,,,,,,,,,,,,,,,
2 sprays in each nostril twice a day,,,,,2,,spray,0,7,2 spray,,,,,,,in each nostril,9,24,in each nostril,2,,1,,day,,,,,,,,25,36,twice a day,twice daily,,,,,,,,,,,,,,,
also known as aldactone 1 tablet by mouth daily,,,,,1,,tablet,23,32, 1 tablet,,,,,,,by mouth,33,41,by mouth,1,,1,,day,,,,,,,,42,47,daily,daily,,,,,,,,,,,,,,,
1 tablet by mouth every 12 hours,,,,,1,,tablet,0,8,1 tablet,,,,,,,by mouth,9,17,by mouth,1,,12,,hour,,,,,,,,18,31,every 12 hour,every 12 hours,,,,,,,,,,,,,,,
1 tablet by mouth every 6 hours for 5 days as needed for pain,,,,,1,,tablet,0,8,1 tablet,,,,,,,by mouth,9,17,by mouth,1,,6,,hour,,,,,,,,18,30,every 6 hour,every 6 hours,,,,,5,,day,32,41,5 day,1,pain,43,61,as needed for pain
2 puffs from the inhaler every 4 hours as needed for wheezing,,,,,2,,puff,0,6,2 puff,,,,,,,via inhalation,8,24,from the inhaler,1,,4,,hour,,,,,,,,25,37,every 4 hour,every 4 hours,,,,,,,,,,,1,wheezing,39,61,as needed for wheezing
5mg by mouth daily,,,,,,,,,,,5,,mg,0,3,5mg,by mouth,4,12,by mouth,1,,1,,day,,,,,,,,13,18,daily,daily,,,,,,,,,,,,,,,
also known as flonase 2 sprays in each nostril daily,,,,,2,,spray,21,29, 2 spray,,,,,,,in each nostril,31,46,in each nostril,1,,1,,day,,,,,,,,47,52,daily,daily,,,,,,,,,,,,,,,
also known as zestril 1 tablet by mouth daily,,,,,1,,tablet,21,30, 1 tablet,,,,,,,by mouth,31,39,by mouth,1,,1,,day,,,,,,,,40,45,daily,daily,,,,,,,,,,,,,,,
by mouth once daily,,,,,,,,,,,,,,,,,by mouth,0,8,by mouth,1,,1,,day,,,,,,,,9,19,once daily,daily,,,,,,,,,,,,,,,
1 tablet by mouth every 6 hours for 7 days as needed for pain,,,,,1,,tablet,0,8,1 tablet,,,,,,,by mouth,9,17,by mouth,1,,6,,hour,,,,,,,,18,30,every 6 hour,every 6 hours,,,,,7,,day,32,41,7 day,1,pain,43,61,as needed for pain
1 puff from the inhaler twice a day,,,,,1,,puff,0,6,1 puff,,,,,,,via inhalation,7,23,from the inhaler,2,,1,,day,,,,,,,,24,35,twice a day,twice daily,,,,,,,,,,,,,,,
also known as protonix 1 tablet by mouth daily,,,,,1,,tablet,22,31, 1 tablet,,,,,,,by mouth,32,40,by mouth,1,,1,,day,,,,,,,,41,46,daily,daily,,,,,,,,,,,,,,,
1 tablet by mouth every 4 hours as needed for pain,,,,,1,,tablet,0,8,1 tablet,,,,,,,by mouth,9,17,by mouth,1,,4,,hour,,,,,,,,18,30,every 4 hour,every 4 hours,,,,,,,,,,,1,pain,32,50,as needed for pain
100mg by mouth daily,,,,,,,,,,,100,,mg,0,5,100mg,by mouth,6,14,by mouth,1,,1,,day,,,,,,,,15,20,daily,daily,,,,,,,,,,,,,,,
1 tablet by mouth twice a day for 7 days,,,,,1,,tablet,0,8,1 tablet,,,,,,,by mouth,9,17,by mouth,2,,1,,day,,,,,,,,18,29,twice a day,twice daily,,,,,7,,day,30,39,7 day,,,,,
0.5 tablet by mouth daily,,,,,0.5,,tablet,0,10,0.5 tablet,,,,,,,by mouth,11,19,by mouth,1,,1,,day,,,,,,,,20,25,daily,daily,,,,,,,,,,,,,,,
1 tablet by mouth daily as needed,,,,,1,,tablet,0,8,1 tablet,,,,,,,by mouth,9,17,by mouth,1,,1,,day,,,,,,,,18,23,daily,daily,,,,,,,,,,,1,,24,33,as needed
also known as lexapro 1 tablet by mouth daily,,,,,1,,tablet,21,30, 1 tablet,,,,,,,by mouth,31,39,by mouth,1,,1,,day,,,,,,,,40,45,daily,daily,,,,,,,,,,,,,,,
also known as glucophage 1 tablet by mouth twice a day,,,,,1,,tablet,24,33, 1 tablet,,,,,,,by mouth,34,42,by mouth,2,,1,,day,,,,,,,,43,54,twice a day,twice daily,,,,,,,,,,,,,,,
also known as singulair 1 tablet by mouth daily,,,,,1,,tablet,23,32, 1 tablet,,,,,,,by mouth,33,41,by mouth,1,,1,,day,,,,,,,,42,47,daily,daily,,,,,,,,,,,,,,,
2 puffs from the inhaler every 4 hours as needed,,,,,2,,puff,0,6,2 puff,,,,,,,via inhalation,8,24,from the inhaler,1,,4,,hour,,,,,,,,25,37,every 4 hour,every 4 hours,,,,,,,,,,,1,,39,48,as needed
10mg 1 tab by mouth daily,,,,,1,,tablet,4,10, 1 tab,10,,mg,0,4,10mg,by mouth,11,19,by mouth,1,,1,,day,,,,,,,,20,25,daily,daily,,,,,,,,,,,,,,,
1 capsule by mouth twice a day for 10 days,,,,,1,,capsule,0,9,1 capsule,,,,,,,by mouth,10,18,by mouth,2,,1,,day,,,,,,,,19,30,twice a day,twice daily,,,,,10,,day,31,41,10 day,,,,,
also known as zocor 1 tablet by mouth every evening at bedtime,,,,,1,,tablet,19,28, 1 tablet,,,,,,,by mouth,29,37,by mouth,1,,1,,day,,,,,,,,38,62,every evening at bedtime,daily,in the evening at bedtime,38,62,every evening at bedtime,,,,,,,,,,,
10 mg 1 tablet by mouth daily,,,,,1,,tablet,5,14, 1 tablet,10,,mg,0,5,10 mg,by mouth,15,23,by mouth,1,,1,,day,,,,,,,,24,29,daily,daily,,,,,,,,,,,,,,,
1 capsule by mouth every week,,,,,1,,capsule,0,9,1 capsule,,,,,,,by mouth,10,18,by mouth,1,,1,,week,,,,,,,,19,29,every week,every week,,,,,,,,,,,,,,,
25mg by mouth daily,,,,,,,,,,,25,,mg,0,4,25mg,by mouth,5,13,by mouth,1,,1,,day,,,,,,,,14,19,daily,daily,,,,,,,,,,,,,,,
81 mg 1 tablet by mouth daily,,,,,1,,tablet,5,14, 1 tablet,81,,mg,0,5,81 mg,by mouth,15,23,by mouth,1,,1,,day,,,,,,,,24,29,daily,daily,,,,,,,,,,,,,,,
inhaler as needed,,,,,,,,,,,,,,,,,via inhalation,0,7,inhaler,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,8,17,as needed
50mg by mouth daily,,,,,,,,,,,50,,mg,0,4,50mg,by mouth,5,13,by mouth,1,,1,,day,,,,,,,,14,19,daily,daily,,,,,,,,,,,,,,,
1 tablet by mouth every 6 hours as needed for nausea,,,,,1,,tablet,0,8,1 tablet,,,,,,,by mouth,9,17,by mouth,1,,6,,hour,,,,,,,,18,30,every 6 hour,every 6 hours,,,,,,,,,,,1,nausea,32,52,as needed for nausea
also known as augmentin 1 tablet by mouth twice a day for 10 days,,,,,1,,tablet,23,32, 1 tablet,,,,,,,by mouth,33,41,by mouth,2,,1,,day,,,,,,,,42,53,twice a day,twice daily,,,,,10,,day,54,64,10 day,,,,,
1 spray in each nostril twice a day,spray,2,7,spray,1,,spray,0,7,1 spray,,,,,,,in each nostril,8,23,in each nostril,2,,1,,day,,,,,,,,24,35,twice a day,twice daily,,,,,,,,,,,,,,,
2 puffs from the inhaler every 4 hours as needed for shortness of breath,,,,,2,,puff,0,6,2 puff,,,,,,,via inhalation,8,24,from the inhaler,1,,4,,hour,,,,,,,,25,37,every 4 hour,every 4 hours,,,,,,,,,,,1,shortness of breath,39,72,as needed for shortness of breath
as needed for pain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,pain,0,18,as needed for pain
1 tablet by mouth every evening,,,,,1,,tablet,0,8,1 tablet,,,,,,,by mouth,9,17,by mouth,1,,1,,day,,,,,,,,18,31,every evening,daily,in the evening,18,31,every evening,,,,,,,,,,,
0.5 tablet by mouth twice a day,,,,,0.5,,tablet,0,10,0.5 tablet,,,,,,,by mouth,11,19,by mouth,2,,1,,day,,,,,,,,20,31,twice a day,twice daily,,,,,,,,,,,,,,,
1 tablet by mouth daily for 30 days,,,,,1,,tablet,0,8,1 tablet,,,,,,,by mouth,9,17,by mouth,1,,1,,day,,,,,,,,18,23,daily,daily,,,,,30,,day,24,34,30 day,,,,,
also known as zocor 1 tablet by mouth daily,,,,,1,,tablet,19,28, 1 tablet,,,,,,,by mouth,29,37,by mouth,1,,1,,day,,,,,,,,38,43,daily,daily,,,,,,,,,,,,,,,
1 tablet by mouth every 4 hours for 7 days as needed for pain,,,,,1,,tablet,0,8,1 tablet,,,,,,,by mouth,9,17,by mouth,1,,4,,hour,,,,,,,,18,30,every 4 hour,every 4 hours,,,,,7,,day,32,41,7 day,1,pain,43,61,as needed for pain
also known as tenormin 1 tablet by mouth daily,,,,,1,,tablet,22,31, 1 tablet,,,,,,,by mouth,32,40,by mouth,1,,1,,day,,,,,,,,41,46,daily,daily,,,,,,,,,,,,,,,
650 mg orally every 6 hours as needed,,,,,,,,,,,650,,mg,0,6,650 mg,by mouth,7,13,orally,1,,6,,hour,,,,,,,,14,26,every 6 hour,every 6 hours,,,,,,,,,,,1,,28,37,as needed
1 tablet by mouth every 6 hours for 10 days as needed for pain,,,,,1,,tablet,0,8,1 tablet,,,,,,,by mouth,9,17,by mouth,1,,6,,hour,,,,,,,,18,30,every 6 hour,every 6 hours,,,,,10,,day,32,42,10 day,1,pain,44,62,as needed for pain
as directed as needed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,11,as directed,,,,,,,,,,,,1,,12,21,as needed
by mouth 1 time a day,,,,,,,,,,,,,,,,,by mouth,0,8,by mouth,1,,1,,day,,,,,,,,9,21,1 time a day,daily,,,,,,,,,,,,,,,
20mg 1 tab by mouth daily,,,,,1,,tablet,4,10, 1 tab,20,,mg,0,4,20mg,by mouth,11,19,by mouth,1,,1,,day,,,,,,,,20,25,daily,daily,,,,,,,,,,,,,,,
5mg 1 tablet by mouth daily,,,,,1,,tablet,3,12, 1 tablet,5,,mg,0,3,5mg,by mouth,13,21,by mouth,1,,1,,day,,,,,,,,22,27,daily,daily,,,,,,,,,,,,,,,
1 tablet by mouth twice a day for 14 days,,,,,1,,tablet,0,8,1 tablet,,,,,,,by mouth,9,17,by mouth,2,,1,,day,,,,,,,,18,29,twice a day,twice daily,,,,,14,,day,30,40,14 day,,,,,
1 capsule by mouth every morning,,,,,1,,capsule,0,9,1 capsule,,,,,,,by mouth,10,18,by mouth,1,,1,,day,,,,,,,,19,32,every morning,daily,in the morning,19,32,every morning,,,,,,,,,,,
81 mg orally every morning,,,,,,,,,,,81,,mg,0,5,81 mg,by mouth,6,12,orally,1,,1,,day,,,,,,,,13,26,every morning,daily,in the morning,13,26,every morning,,,,,,,,,,,
1 tablet by mouth every 4 hours for 14 days as needed for pain,,,,,1,,tablet,0,8,1 tablet,,,,,,,by mouth,9,17,by mouth,1,,4,,hour,,,,,,,,18,30,every 4 hour,every 4 hours,,,,,14,,day,32,42,14 day,1,pain,44,62,as needed for pain
10 mg once daily,,,,,,,,,,,10,,mg,0,5,10 mg,,,,,1,,1,,day,,,,,,,,6,16,once daily,daily,,,,,,,,,,,,,,,
also known as lopressor 1 tablet by mouth twice a day,,,,,1,,tablet,23,32, 1 tablet,,,,,,,by mouth,33,41,by mouth,2,,1,,day,,,,,,,,42,53,twice a day,twice daily,,,,,,,,,,,,,,,
place 1 tablet 0.4 mg by sublingual route at the 1st sign of attack may repeat every 5 min until relief if pain persists after 3 tablets in 15 min prompt medical attention is recommended,place,0,5,place,1,,tablet,5,14, 1 tablet,0.4,,mg,14,21, 0.4 mg,sublingually,25,35,sublingual,1,,5,,minute,,,,,,,,79,90,every 5 min,every 5 minutes,at eve,76,82,at eve,,,,,,,,,,,
81mg 1 tab by mouth daily,,,,,1,,tablet,4,10, 1 tab,81,,mg,0,4,81mg,by mouth,11,19,by mouth,1,,1,,day,,,,,,,,20,25,daily,daily,,,,,,,,,,,,,,,
1 capsule by mouth twice a day for 5 days,,,,,1,,capsule,0,9,1 capsule,,,,,,,by mouth,10,18,by mouth,2,,1,,day,,,,,,,,19,30,twice a day,twice daily,,,,,5,,day,31,40,5 day,,,,,
as needed by mouth,,,,,,,,,,,,,,,,,by mouth,10,18,by mouth,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,0,18,as needed by mouth
40mg 1 tab by mouth daily,,,,,1,,tablet,4,10, 1 tab,40,,mg,0,4,40mg,by mouth,11,19,by mouth,1,,1,,day,,,,,,,,20,25,daily,daily,,,,,,,,,,,,,,,
1 tablet by mouth every 12 hours for 10 days,,,,,1,,tablet,0,8,1 tablet,,,,,,,by mouth,9,17,by mouth,1,,12,,hour,,,,,,,,18,31,every 12 hour,every 12 hours,,,,,10,,day,33,43,10 day,,,,,
600 mg orally every 6 hours as needed,,,,,,,,,,,600,,mg,0,6,600 mg,by mouth,7,13,orally,1,,6,,hour,,,,,,,,14,26,every 6 hour,every 6 hours,,,,,,,,,,,1,,28,37,as needed
1 tablet by mouth daily for 90 days,,,,,1,,tablet,0,8,1 tablet,,,,,,,by mouth,9,17,by mouth,1,,1,,day,,,,,,,,18,23,daily,daily,,,,,90,,day,24,34,90 day,,,,,
20 mg 1 tablet by mouth daily,,,,,1,,tablet,5,14, 1 tablet,20,,mg,0,5,20 mg,by mouth,15,23,by mouth,1,,1,,day,,,,,,,,24,29,daily,daily,,,,,,,,,,,,,,,
apply to the affected areas by topical route 2 times per day,apply,0,5,apply,,,,,,,,,,,,,topically,31,38,topical,2,,1,,day,,,,,,,,45,60,2 times per day,twice daily,,,,,,,,,,,,,,,
also known as zyloprim 1 tablet by mouth daily,,,,,1,,tablet,22,31, 1 tablet,,,,,,,by mouth,32,40,by mouth,1,,1,,day,,,,,,,,41,46,daily,daily,,,,,,,,,,,,,,,
4 drops in each affected ear twice a day for 7 days,,,,,4,,drops,0,6,4 drop,,,,,,,in ear(s),16,28,affected ear,2,,1,,day,,,,,,,,29,40,twice a day,twice daily,,,,,7,,day,41,50,7 day,,,,,
1 capsule by mouth twice a day for 7 days,,,,,1,,capsule,0,9,1 capsule,,,,,,,by mouth,10,18,by mouth,2,,1,,day,,,,,,,,19,30,twice a day,twice daily,,,,,7,,day,31,40,7 day,,,,,
also known as pravachol 1 tablet by mouth every evening at bedtime,,,,,1,,tablet,23,32, 1 tablet,,,,,,,by mouth,33,41,by mouth,1,,1,,day,,,,,,,,42,66,every evening at bedtime,daily,in the evening at bedtime,42,66,every evening at bedtime,,,,,,,,,,,
2 tablet orally twice daily,,,,,2,,tablet,0,8,2 tablet,,,,,,,by mouth,9,15,orally,2,,1,,day,,,,,,,,16,27,twice daily,twice daily,,,,,,,,,,,,,,,
5 mg by mouth daily,,,,,,,,,,,5,,mg,0,4,5 mg,by mouth,5,13,by mouth,1,,1,,day,,,,,,,,14,19,daily,daily,,,,,,,,,,,,,,,
20 mg once daily,,,,,,,,,,,20,,mg,0,5,20 mg,,,,,1,,1,,day,,,,,,,,6,16,once daily,daily,,,,,,,,,,,,,,,
1 tablet by mouth every 4 hours for 5 days as needed for pain,,,,,1,,tablet,0,8,1 tablet,,,,,,,by mouth,9,17,by mouth,1,,4,,hour,,,,,,,,18,30,every 4 hour,every 4 hours,,,,,5,,day,32,41,5 day,1,pain,43,61,as needed for pain
40 mg 1 tablet by mouth daily,,,,,1,,tablet,5,14, 1 tablet,40,,mg,0,5,40 mg,by mouth,15,23,by mouth,1,,1,,day,,,,,,,,24,29,daily,daily,,,,,,,,,,,,,,,
