original_sig_text,sig_text,method,method_text_start,method_text_end,method_text,dose,dose_max,dose_unit,dose_text_start,dose_text_end,dose_text,strength,strength_max,strength_unit,strength_text_start,strength_text_end,strength_text,route,route_text_start,route_text_end,route_text,frequency,frequency_max,period,period_max,period_unit,time_duration,time_duration_unit,day_of_week,time_of_day,offset,bounds,count,frequency_text_start,frequency_text_end,frequency_text,frequency_readable,when,when_text_start,when_text_end,when_text,duration,duration_max,duration_unit,duration_text_start,duration_text_end,duration_text,as_needed,indication,indication_text_start,indication_text_end,indication_text
1 TABLET IN THE MORNING,1 tablet in the morning,,,,,1,,tablet,0,8,1 tablet,,,,,,,by mouth,2,8,tablet,1,,1,,day,,,,,,,,9,23,in the morning,daily,in the morning,9,23,in the morning,,,,,,,,,,,
TAKE THREE TABLETS AT BEDTIME,take three tablets at bedtime,take,0,4,take,3,,tablet,4,18, three tablets,,,,,,,by mouth,11,18,tablets,1,,1,,day,,,,,,,,19,29,at bedtime,daily,at bedtime,19,29,at bedtime,,,,,,,,,,,
TAKE TWO TABLETS AT BEDTIME,take two tablets at bedtime,take,0,4,take,2,,tablet,4,16, two tablets,,,,,,,by mouth,9,16,tablets,1,,1,,day,,,,,,,,17,27,at bedtime,daily,at bedtime,17,27,at bedtime,,,,,,,,,,,
TAKE 3 TABLETS ONCE DAILY,take 3 tablets once daily,take,0,4,take,3,,tablet,4,14, 3 tablets,,,,,,,by mouth,7,14,tablets,1,,1,,day,,,,,,,,15,25,once daily,daily,,,,,,,,,,,,,,,
TAKE 3 TABLETS TWICE A DAY,take 3 tablets twice a day,take,0,4,take,3,,tablet,4,14, 3 tablets,,,,,,,by mouth,7,14,tablets,2,,1,,day,,,,,,,,15,26,twice a day,twice daily,,,,,,,,,,,,,,,
TAKE 3 TABS DAILY,take 3 tabs daily,take,0,4,take,3,,tablet,4,11, 3 tabs,,,,,,,by mouth,7,11,tabs,1,,1,,day,,,,,,,,12,17,daily,daily,,,,,,,,,,,,,,,
TAKE 1 TABLET 3 TIMES A DAY,take 1 tablet 3 times a day,take,0,4,take,1,,tablet,4,13, 1 tablet,,,,,,,by mouth,7,13,tablet,3,,1,,day,,,,,,,,14,27,3 times a day,3 times per day,,,,,,,,,,,,,,,
TAKE 1 TABLET 3 TIMES DAILY,take 1 tablet 3 times daily,take,0,4,take,1,,tablet,4,13, 1 tablet,,,,,,,by mouth,7,13,tablet,3,,1,,day,,,,,,,,14,27,3 times daily,3 times per day,,,,,,,,,,,,,,,
TAKE 1 TABLET 3 TIMES DAILY AS NEEDED,take 1 tablet 3 times daily as needed,take,0,4,take,1,,tablet,4,13, 1 tablet,,,,,,,by mouth,7,13,tablet,3,,1,,day,,,,,,,,14,27,3 times daily,3 times per day,,,,,,,,,,,1,,28,37,as needed
TAKE 1 TABLET AS NEEDED,take 1 tablet as needed,take,0,4,take,1,,tablet,4,13, 1 tablet,,,,,,,by mouth,7,13,tablet,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,14,23,as needed
TAKE 1 TABLET AT BEDTIME,take 1 tablet at bedtime,take,0,4,take,1,,tablet,4,13, 1 tablet,,,,,,,by mouth,7,13,tablet,1,,1,,day,,,,,,,,14,24,at bedtime,daily,at bedtime,14,24,at bedtime,,,,,,,,,,,
TAKE 1 TABLET AT BEDTIME AS NEEDED,take 1 tablet at bedtime as needed,take,0,4,take,1,,tablet,4,13, 1 tablet,,,,,,,by mouth,7,13,tablet,1,,1,,day,,,,,,,,14,24,at bedtime,daily,at bedtime,14,24,at bedtime,,,,,,,1,,25,34,as needed
TAKE 1 TABLET AT BEDTIME AS NEEDED FOR SLEEP,take 1 tablet at bedtime as needed for sleep,take,0,4,take,1,,tablet,4,13, 1 tablet,,,,,,,by mouth,7,13,tablet,1,,1,,day,,,,,,,,14,24,at bedtime,daily,at bedtime,14,24,at bedtime,,,,,,,1,sleep,25,44,as needed for sleep
1 CAPSULE DAILY,1 capsule daily,,,,,1,,capsule,0,9,1 capsule,,,,,,,by mouth,2,9,capsule,1,,1,,day,,,,,,,,10,15,daily,daily,,,,,,,,,,,,,,,
1 TAB BID,1 tab bid,,,,,1,,tablet,0,5,1 tab,,,,,,,by mouth,2,5,tab,2,,1,,day,,,,,,,,6,9,bid,twice daily,,,,,,,,,,,,,,,
1 TAB DAILY AS NEEDED,1 tab daily as needed,,,,,1,,tablet,0,5,1 tab,,,,,,,by mouth,2,5,tab,1,,1,,day,,,,,,,,6,11,daily,daily,,,,,,,,,,,1,,12,21,as needed
1 TAB 2 TIMES DAILY,1 tab 2 times daily,,,,,1,,tablet,0,5,1 tab,,,,,,,by mouth,2,5,tab,2,,1,,day,,,,,,,,6,19,2 times daily,twice daily,,,,,,,,,,,,,,,
1 TAB PRN,1 tab prn,,,,,1,,tablet,0,5,1 tab,,,,,,,by mouth,2,5,tab,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,6,9,prn
1 TABLET 2 TIMES A DAY,1 tablet 2 times a day,,,,,1,,tablet,0,8,1 tablet,,,,,,,by mouth,2,8,tablet,2,,1,,day,,,,,,,,9,22,2 times a day,twice daily,,,,,,,,,,,,,,,
1 TAB EVERY OTHER DAY,1 tab every other day,,,,,1,,tablet,0,5,1 tab,,,,,,,by mouth,2,5,tab,1,,2,,day,,,,,,,,6,21,every other day,every 2 days,,,,,,,,,,,,,,,
1 TABLET 4 TIMES A DAY,1 tablet 4 times a day,,,,,1,,tablet,0,8,1 tablet,,,,,,,by mouth,2,8,tablet,4,,1,,day,,,,,,,,9,22,4 times a day,4 times per day,,,,,,,,,,,,,,,
1 TABLET 3 TIMES A DAY,1 tablet 3 times a day,,,,,1,,tablet,0,8,1 tablet,,,,,,,by mouth,2,8,tablet,3,,1,,day,,,,,,,,9,22,3 times a day,3 times per day,,,,,,,,,,,,,,,
1 TABLET DAILY AS NEEDED,1 tablet daily as needed,,,,,1,,tablet,0,8,1 tablet,,,,,,,by mouth,2,8,tablet,1,,1,,day,,,,,,,,9,14,daily,daily,,,,,,,,,,,1,,15,24,as needed
1 TABLET DAILY AT BEDTIME,1 tablet daily at bedtime,,,,,1,,tablet,0,8,1 tablet,,,,,,,by mouth,2,8,tablet,1,,1,,day,,,,,,,,9,14,daily,daily,at bedtime,15,25,at bedtime,,,,,,,,,,,
1 TABLET DAILY. ,1 tablet daily,,,,,1,,tablet,0,8,1 tablet,,,,,,,by mouth,2,8,tablet,1,,1,,day,,,,,,,,9,14,daily,daily,,,,,,,,,,,,,,,
1 TABLET EVERY NIGHT,1 tablet every night,,,,,1,,tablet,0,8,1 tablet,,,,,,,by mouth,2,8,tablet,1,,1,,day,,,,,,,,9,20,every night,daily,at night,9,20,every night,,,,,,,,,,,
1 TABLET IN THE AM,1 tablet in the am,,,,,1,,tablet,0,8,1 tablet,,,,,,,by mouth,2,8,tablet,,,,,,,,,,,,,,,,,in the morning,9,18,in the am,,,,,,,,,,,
1 TABLET TWICE DAILY,1 tablet twice daily,,,,,1,,tablet,0,8,1 tablet,,,,,,,by mouth,2,8,tablet,2,,1,,day,,,,,,,,9,20,twice daily,twice daily,,,,,,,,,,,,,,,
1-2 TABLETS QID PRN,1-2 tablets qid prn,,,,,1,2,tablet,0,11,1-2 tablets,,,,,,,by mouth,4,11,tablets,4,,1,,day,,,,,,,,12,15,qid,4 times per day,,,,,,,,,,,1,,16,19,prn
1 TABLET AFTER MEALS AND AT BEDTIME AS NEEDED,1 tablet after meals and at bedtime as needed,,,,,1,,tablet,0,8,1 tablet,,,,,,,by mouth,2,8,tablet,1,,1,,day,,,,,,,,25,35,at bedtime,daily,after meals and at bedtime,9,35,after meals and at bedtime,,,,,,,1,,36,45,as needed
1 TABLET AT BEDTIME AS NEEDED,1 tablet at bedtime as needed,,,,,1,,tablet,0,8,1 tablet,,,,,,,by mouth,2,8,tablet,1,,1,,day,,,,,,,,9,19,at bedtime,daily,at bedtime,9,19,at bedtime,,,,,,,1,,20,29,as needed
1 TABLET EVERY EVENING,1 tablet every evening,,,,,1,,tablet,0,8,1 tablet,,,,,,,by mouth,2,8,tablet,1,,1,,day,,,,,,,,9,22,every evening,daily,in the evening,9,22,every evening,,,,,,,,,,,
1000MG TAKE ONE TABLET DAILY,1000mg take one tablet daily,take,7,11,take,1,,tablet,11,22, one tablet,1000,,mg,0,6,1000mg,by mouth,16,22,tablet,1,,1,,day,,,,,,,,23,28,daily,daily,,,,,,,,,,,,,,,
100MG TWICE DAILY,100mg twice daily,,,,,,,,,,,100,,mg,0,5,100mg,,,,,2,,1,,day,,,,,,,,6,17,twice daily,twice daily,,,,,,,,,,,,,,,
10MG 1PO DAILY,10mg 1po daily,,,,,,,,,,,10,,mg,0,4,10mg,by mouth,5,8,1po,1,,1,,day,,,,,,,,9,14,daily,daily,,,,,,,,,,,,,,,
10MG TAKE 1PO QD,10mg take 1po qd,take,5,9,take,,,,,,,10,,mg,0,4,10mg,by mouth,10,13,1po,1,,1,,day,,,,,,,,14,16,qd,daily,,,,,,,,,,,,,,,
1PO DAILY,1po daily,,,,,,,,,,,,,,,,,by mouth,0,3,1po,1,,1,,day,,,,,,,,4,9,daily,daily,,,,,,,,,,,,,,,
2 TABLETS AT BEDTIME,2 tablets at bedtime,,,,,2,,tablet,0,9,2 tablets,,,,,,,by mouth,2,9,tablets,1,,1,,day,,,,,,,,10,20,at bedtime,daily,at bedtime,10,20,at bedtime,,,,,,,,,,,
2 TABLETS DAILY,2 tablets daily,,,,,2,,tablet,0,9,2 tablets,,,,,,,by mouth,2,9,tablets,1,,1,,day,,,,,,,,10,15,daily,daily,,,,,,,,,,,,,,,
2 TABLETS TWICE DAILY,2 tablets twice daily,,,,,2,,tablet,0,9,2 tablets,,,,,,,by mouth,2,9,tablets,2,,1,,day,,,,,,,,10,21,twice daily,twice daily,,,,,,,,,,,,,,,
2 TABS AT BEDTIME,2 tabs at bedtime,,,,,2,,tablet,0,6,2 tabs,,,,,,,by mouth,2,6,tabs,1,,1,,day,,,,,,,,7,17,at bedtime,daily,at bedtime,7,17,at bedtime,,,,,,,,,,,
2 TABS BID,2 tabs bid,,,,,2,,tablet,0,6,2 tabs,,,,,,,by mouth,2,6,tabs,2,,1,,day,,,,,,,,7,10,bid,twice daily,,,,,,,,,,,,,,,
2 TABS DAILY,2 tabs daily,,,,,2,,tablet,0,6,2 tabs,,,,,,,by mouth,2,6,tabs,1,,1,,day,,,,,,,,7,12,daily,daily,,,,,,,,,,,,,,,
2 TABS TWICE A DAY,2 tabs twice a day,,,,,2,,tablet,0,6,2 tabs,,,,,,,by mouth,2,6,tabs,2,,1,,day,,,,,,,,7,18,twice a day,twice daily,,,,,,,,,,,,,,,
2 TABS TWICE DAILY,2 tabs twice daily,,,,,2,,tablet,0,6,2 tabs,,,,,,,by mouth,2,6,tabs,2,,1,,day,,,,,,,,7,18,twice daily,twice daily,,,,,,,,,,,,,,,
20MG 1PO DAILY,20mg 1po daily,,,,,,,,,,,20,,mg,0,4,20mg,by mouth,5,8,1po,1,,1,,day,,,,,,,,9,14,daily,daily,,,,,,,,,,,,,,,
20MG TAKE 1PO QD,20mg take 1po qd,take,5,9,take,,,,,,,20,,mg,0,4,20mg,by mouth,10,13,1po,1,,1,,day,,,,,,,,14,16,qd,daily,,,,,,,,,,,,,,,
3 TABLETS DAILY,3 tablets daily,,,,,3,,tablet,0,9,3 tablets,,,,,,,by mouth,2,9,tablets,1,,1,,day,,,,,,,,10,15,daily,daily,,,,,,,,,,,,,,,
3 TABS DAILY,3 tabs daily,,,,,3,,tablet,0,6,3 tabs,,,,,,,by mouth,2,6,tabs,1,,1,,day,,,,,,,,7,12,daily,daily,,,,,,,,,,,,,,,
325 MG EVERY MORNING,325 mg every morning,,,,,,,,,,,325,,mg,0,6,325 mg,,,,,1,,1,,day,,,,,,,,7,20,every morning,daily,in the morning,7,20,every morning,,,,,,,,,,,
40MG TAKE 1PO QD,40mg take 1po qd,take,5,9,take,,,,,,,40,,mg,0,4,40mg,by mouth,10,13,1po,1,,1,,day,,,,,,,,14,16,qd,daily,,,,,,,,,,,,,,,
5ML TWICE DAILY FOR 10 DAYS,5ml twice daily for 10 days,,,,,5,,mL,0,3,5ml,,,,,,,,,,,2,,1,,day,,,,,,,,4,15,twice daily,twice daily,,,,,10,,day,16,26,10 day,,,,,
81 MG 1 TABLET ONCE DAILY,81 mg 1 tablet once daily,,,,,1,,tablet,5,14, 1 tablet,81,,mg,0,5,81 mg,by mouth,8,14,tablet,1,,1,,day,,,,,,,,15,25,once daily,daily,,,,,,,,,,,,,,,
CHEW DAILY,chew daily,chew,0,4,chew,,,,,,,,,,,,,by mouth,0,4,chew,1,,1,,day,,,,,,,,5,10,daily,daily,,,,,,,,,,,,,,,
MAY TAKE 1-2 CAPSULES TID PRN COUGH,may take 1-2 capsules tid prn cough,take,4,8,take,1,2,capsule,8,21, 1-2 capsules,,,,,,,by mouth,13,21,capsules,3,,1,,day,,,,,,,,22,25,tid,3 times per day,,,,,,,,,,,1,cough,26,35,prn cough
ONE TAB TWICE A DAY ,one tab twice a day,,,,,1,,tablet,0,7,one tab,,,,,,,by mouth,4,7,tab,2,,1,,day,,,,,,,,8,19,twice a day,twice daily,,,,,,,,,,,,,,,
ONE TABLET AT BEDTIME,one tablet at bedtime,,,,,1,,tablet,0,10,one tablet,,,,,,,by mouth,4,10,tablet,1,,1,,day,,,,,,,,11,21,at bedtime,daily,at bedtime,11,21,at bedtime,,,,,,,,,,,
ONE TABLET THREE TIMES A DAY,one tablet three times a day,,,,,1,,tablet,0,10,one tablet,,,,,,,by mouth,4,10,tablet,3,,1,,day,,,,,,,,11,28,three times a day,3 times per day,,,,,,,,,,,,,,,
ONE TABLET TWICE DAILY,one tablet twice daily,,,,,1,,tablet,0,10,one tablet,,,,,,,by mouth,4,10,tablet,2,,1,,day,,,,,,,,11,22,twice daily,twice daily,,,,,,,,,,,,,,,
TAKE (1) TABLET DAILY,take 1 tablet daily,take,0,4,take,1,,tablet,4,13, 1 tablet,,,,,,,by mouth,7,13,tablet,1,,1,,day,,,,,,,,14,19,daily,daily,,,,,,,,,,,,,,,
TAKE (1) TABLET TWICE A DAY,take 1 tablet twice a day,take,0,4,take,1,,tablet,4,13, 1 tablet,,,,,,,by mouth,7,13,tablet,2,,1,,day,,,,,,,,14,25,twice a day,twice daily,,,,,,,,,,,,,,,
TAKE 1 & 1/2 TABLETS DAILY,take 1 & 1/2 tablets daily,take,0,4,take,1.5,,tablet,4,20, 1 & 1/2 tablets,,,,,,,by mouth,13,20,tablets,1,,1,,day,,,,,,,,21,26,daily,daily,,,,,,,,,,,,,,,
TAKE 1 AND 1/2 TABLETS DAILY,take 1 and 1/2 tablets daily,take,0,4,take,1.5,,tablet,4,22, 1 and 1/2 tablets,,,,,,,by mouth,15,22,tablets,1,,1,,day,,,,,,,,23,28,daily,daily,,,,,,,,,,,,,,,
TAKE 1 AND 1/2 TABLETS EVERY DAY,take 1 and 1/2 tablets every day,take,0,4,take,1.5,,tablet,4,22, 1 and 1/2 tablets,,,,,,,by mouth,15,22,tablets,1,,1,,day,,,,,,,,23,32,every day,daily,,,,,,,,,,,,,,,
TAKE 1 CAPSULE DAILY,take 1 capsule daily,take,0,4,take,1,,capsule,4,14, 1 capsule,,,,,,,by mouth,7,14,capsule,1,,1,,day,,,,,,,,15,20,daily,daily,,,,,,,,,,,,,,,
TAKE 1 CAPSULE EVERY       MORNING,take 1 capsule every morning,take,0,4,take,1,,capsule,4,14, 1 capsule,,,,,,,by mouth,7,14,capsule,1,,1,,day,,,,,,,,15,28,every morning,daily,in the morning,15,28,every morning,,,,,,,,,,,
TAKE 1 CAPSULE EVERY *OTHER* DAY,take 1 capsule every other day,take,0,4,take,1,,capsule,4,14, 1 capsule,,,,,,,by mouth,7,14,capsule,1,,2,,day,,,,,,,,15,30,every other day,every 2 days,,,,,,,,,,,,,,,
TAKE 1 CAPSULE EVERY DAY,take 1 capsule every day,take,0,4,take,1,,capsule,4,14, 1 capsule,,,,,,,by mouth,7,14,capsule,1,,1,,day,,,,,,,,15,24,every day,daily,,,,,,,,,,,,,,,
TAKE 1 CAPSULE EVERY EVENING,take 1 capsule every evening,take,0,4,take,1,,capsule,4,14, 1 capsule,,,,,,,by mouth,7,14,capsule,1,,1,,day,,,,,,,,15,28,every evening,daily,in the evening,15,28,every evening,,,,,,,,,,,
TAKE 1 CAPSULE EVERY MORNING,take 1 capsule every morning,take,0,4,take,1,,capsule,4,14, 1 capsule,,,,,,,by mouth,7,14,capsule,1,,1,,day,,,,,,,,15,28,every morning,daily,in the morning,15,28,every morning,,,,,,,,,,,
TAKE 1 CAPSULE EVERY NIGHT,take 1 capsule every night,take,0,4,take,1,,capsule,4,14, 1 capsule,,,,,,,by mouth,7,14,capsule,1,,1,,day,,,,,,,,15,26,every night,daily,at night,15,26,every night,,,,,,,,,,,
TAKE 1 CAPSULE NIGHTLY,take 1 capsule nightly,take,0,4,take,1,,capsule,4,14, 1 capsule,,,,,,,by mouth,7,14,capsule,1,,1,,day,,,,,,,,15,22,nightly,daily,at night,15,22,nightly,,,,,,,,,,,
TAKE 1 CAPSULE ONCE DAILY,take 1 capsule once daily,take,0,4,take,1,,capsule,4,14, 1 capsule,,,,,,,by mouth,7,14,capsule,1,,1,,day,,,,,,,,15,25,once daily,daily,,,,,,,,,,,,,,,
TAKE 1 CAPSULE ONCE WEEKLY,take 1 capsule once weekly,take,0,4,take,1,,capsule,4,14, 1 capsule,,,,,,,by mouth,7,14,capsule,1,,1,,week,,,,,,,,15,26,once weekly,every week,,,,,,,,,,,,,,,
TAKE 1 CAPSULE THREE TIMES A DAY,take 1 capsule three times a day,take,0,4,take,1,,capsule,4,14, 1 capsule,,,,,,,by mouth,7,14,capsule,3,,1,,day,,,,,,,,15,32,three times a day,3 times per day,,,,,,,,,,,,,,,
TAKE 1 CAPSULE THREE TIMES DAILY,take 1 capsule three times daily,take,0,4,take,1,,capsule,4,14, 1 capsule,,,,,,,by mouth,7,14,capsule,3,,1,,day,,,,,,,,15,32,three times daily,3 times per day,,,,,,,,,,,,,,,
TAKE 1 CAPSULE TWICE A DAY,take 1 capsule twice a day,take,0,4,take,1,,capsule,4,14, 1 capsule,,,,,,,by mouth,7,14,capsule,2,,1,,day,,,,,,,,15,26,twice a day,twice daily,,,,,,,,,,,,,,,
TAKE 1 CAPSULE TWICE DAILY,take 1 capsule twice daily,take,0,4,take,1,,capsule,4,14, 1 capsule,,,,,,,by mouth,7,14,capsule,2,,1,,day,,,,,,,,15,26,twice daily,twice daily,,,,,,,,,,,,,,,
TAKE 1 CAPSULE WEEKLY,take 1 capsule weekly,take,0,4,take,1,,capsule,4,14, 1 capsule,,,,,,,by mouth,7,14,capsule,1,,1,,week,,,,,,,,15,21,weekly,every week,,,,,,,,,,,,,,,
TAKE 1 DAILY,take 1 daily,take,0,4,take,,,,,,,,,,,,,,,,,1,,1,,day,,,,,,,,7,12,daily,daily,,,,,,,,,,,,,,,
TAKE 1 TAB BID,take 1 tab bid,take,0,4,take,1,,tablet,4,10, 1 tab,,,,,,,by mouth,7,10,tab,2,,1,,day,,,,,,,,11,14,bid,twice daily,,,,,,,,,,,,,,,
TAKE 1 TAB DAILY,take 1 tab daily,take,0,4,take,1,,tablet,4,10, 1 tab,,,,,,,by mouth,7,10,tab,1,,1,,day,,,,,,,,11,16,daily,daily,,,,,,,,,,,,,,,
TAKE 1 TAB TWICE DAILY,take 1 tab twice daily,take,0,4,take,1,,tablet,4,10, 1 tab,,,,,,,by mouth,7,10,tab,2,,1,,day,,,,,,,,11,22,twice daily,twice daily,,,,,,,,,,,,,,,
TAKE 1 TABLET 2 TIMES A DAY,take 1 tablet 2 times a day,take,0,4,take,1,,tablet,4,13, 1 tablet,,,,,,,by mouth,7,13,tablet,2,,1,,day,,,,,,,,14,27,2 times a day,twice daily,,,,,,,,,,,,,,,
TAKE 1 TABLET DAILY,take 1 tablet daily,take,0,4,take,1,,tablet,4,13, 1 tablet,,,,,,,by mouth,7,13,tablet,1,,1,,day,,,,,,,,14,19,daily,daily,,,,,,,,,,,,,,,
TAKE 1 TABLET DAILY ,take 1 tablet daily,take,0,4,take,1,,tablet,4,13, 1 tablet,,,,,,,by mouth,7,13,tablet,1,,1,,day,,,,,,,,14,19,daily,daily,,,,,,,,,,,,,,,
TAKE 1 TABLET DAILY AS NEEDED,take 1 tablet daily as needed,take,0,4,take,1,,tablet,4,13, 1 tablet,,,,,,,by mouth,7,13,tablet,1,,1,,day,,,,,,,,14,19,daily,daily,,,,,,,,,,,1,,20,29,as needed
TAKE 1 TABLET DAILY AT BEDTIME,take 1 tablet daily at bedtime,take,0,4,take,1,,tablet,4,13, 1 tablet,,,,,,,by mouth,7,13,tablet,1,,1,,day,,,,,,,,14,19,daily,daily,at bedtime,20,30,at bedtime,,,,,,,,,,,
TAKE 1 TABLET DAILY BEFORE BREAKFAST,take 1 tablet daily before breakfast,take,0,4,take,1,,tablet,4,13, 1 tablet,,,,,,,by mouth,7,13,tablet,1,,1,,day,,,,,,,,14,19,daily,daily,before breakfast,20,36,before breakfast,,,,,,,,,,,
TAKE 1 TABLET DAILY IN THE EVENING,take 1 tablet daily in the evening,take,0,4,take,1,,tablet,4,13, 1 tablet,,,,,,,by mouth,7,13,tablet,1,,1,,day,,,,,,,,14,19,daily,daily,in the evening,20,34,in the evening,,,,,,,,,,,
TAKE 1 TABLET DAILY IN THE MORNING,take 1 tablet daily in the morning,take,0,4,take,1,,tablet,4,13, 1 tablet,,,,,,,by mouth,7,13,tablet,1,,1,,day,,,,,,,,14,19,daily,daily,in the morning,20,34,in the morning,,,,,,,,,,,
TAKE 1 TABLET DAILY WITH BREAKFAST,take 1 tablet daily with breakfast,take,0,4,take,1,,tablet,4,13, 1 tablet,,,,,,,by mouth,7,13,tablet,1,,1,,day,,,,,,,,14,19,daily,daily,with breakfast,20,34,with breakfast,,,,,,,,,,,
TAKE 1 TABLET DAILY WITH DINNER,take 1 tablet daily with dinner,take,0,4,take,1,,tablet,4,13, 1 tablet,,,,,,,by mouth,7,13,tablet,1,,1,,day,,,,,,,,14,19,daily,daily,with dinner,20,31,with dinner,,,,,,,,,,,
