original_sig_text,sig_text,method,method_text_start,method_text_end,method_text,dose,dose_max,dose_unit,dose_text_start,dose_text_end,dose_text,strength,strength_max,strength_unit,strength_text_start,strength_text_end,strength_text,route,route_text_start,route_text_end,route_text,frequency,frequency_max,period,period_max,period_unit,time_duration,time_duration_unit,day_of_week,time_of_day,offset,bounds,count,frequency_text_start,frequency_text_end,frequency_text,frequency_readable,when,when_text_start,when_text_end,when_text,duration,duration_max,duration_unit,duration_text_start,duration_text_end,duration_text,as_needed,indication,indication_text_start,indication_text_end,indication_text
Apply as needed to dry skin 2-3 times daily.,apply as needed to dry skin 2-3 times daily,apply,0,5,apply,,,,,,,,,,,,,topically,19,27,dry skin,2,3,1,,day,,,,,,,,28,43,2-3 times daily,2-3 times per day,,,,,,,,,,,1,dry skin,6,43,as needed to dry skin 2-3 times daily
apply by TOPICAL route 2 times every day a thin film to the affected skin areas,apply by topical route 2 times every day a thin film to the affected skin areas,apply,0,5,apply,,,,,,,,,,,,,topically,9,16,topical,1,,1,,day,,,,,,,,31,40,every day,daily,,,,,,,,,,,,,,,
apply by topical route 3 times every day for 7 days a small amount to the affected area,apply by topical route 3 times every day for 7 days a small amount to the affected area,apply,0,5,apply,,,,,,,,,,,,,topically,9,16,topical,1,,1,,day,,,,,,,,31,40,every day,daily,,,,,7,,day,41,50,7 day,,,,,
apply by topical route every day a small amount to the affected area with dressing change,apply by topical route every day a small amount to the affected area with dressing change,apply,0,5,apply,,,,,,,,,,,,,topically,9,16,topical,1,,1,,day,,,,,,,,23,32,every day,daily,,,,,,,,,,,,,,,
APPLY TO AFFECTED AREA FOUR TIMES DAILY AS NEEDED,apply to affected area four times daily as needed,apply,0,5,apply,,,,,,,,,,,,,topically,6,22,to affected area,4,,1,,day,,,,,,,,23,39,four times daily,4 times per day,,,,,,,,,,,1,,40,49,as needed
Apply to affected area with each dressing change,apply to affected area with each dressing change,apply,0,5,apply,,,,,,,,,,,,,topically,6,22,to affected area,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Apply to skin 3-4 times daily if needed for painful muscles,apply to skin 3-4 times daily if needed for painful muscles,apply,0,5,apply,,,,,,,,,,,,,topically,6,13,to skin,3,4,1,,day,,,,,,,,14,29,3-4 times daily,3-4 times per day,,,,,,,,,,,,,,,
Apply to skin after bathing or washing every day if needed to soften skin,apply to skin after bathing or washing every day if needed to soften skin,apply,0,5,apply,,,,,,,,,,,,,topically,6,13,to skin,1,,1,,day,,,,,,,,39,48,every day,daily,,,,,,,,,,,,,,,
APPLY TO THE AFFECTED AND SURROUNDING AREAS OF SKIN 2 TIMES PER DAY IN THE MORNING AND EVENING,apply to the affected and surrounding areas of skin 2 times per day in the morning and evening,apply,0,5,apply,,,,,,,,,,,,,,,,,2,,1,,day,,,,,,,,52,67,2 times per day,twice daily,in the morning,68,82,in the morning,,,,,,,,,,,
APPLY TO THE AFFECTED AND SURROUNDING AREAS OF SKIN BY TOPICAL ROUTE 2 TIMES PER DAY IN THE MORNING AND EVENING,apply to the affected and surrounding areas of skin by topical route 2 times per day in the morning and evening,apply,0,5,apply,,,,,,,,,,,,,topically,55,62,topical,2,,1,,day,,,,,,,,69,84,2 times per day,twice daily,in the morning,85,99,in the morning,,,,,,,,,,,
APPLY TO THE AFFECTED AND SURROUNDING AREAS OF SKIN BY TOPICAL ROUTE 2 TIMES PER DAY IN THE MORNING AND EVENING FOR 2 WEEKS,apply to the affected and surrounding areas of skin by topical route 2 times per day in the morning and evening for 2 weeks,apply,0,5,apply,,,,,,,,,,,,,topically,55,62,topical,2,,1,,day,,,,,,,,69,84,2 times per day,twice daily,in the morning,85,99,in the morning,2,,week,112,122,2 week,,,,,
APPLY TO THE AFFECTED AREA(S) BY TOPICAL ROUTE 3 TIMES PER DAY to reduce pain,apply to the affected areas by topical route 3 times per day to reduce pain,apply,0,5,apply,,,,,,,,,,,,,topically,31,38,topical,3,,1,,day,,,,,,,,45,60,3 times per day,3 times per day,,,,,,,,,,,,,,,
APPLY TO THE AFFECTED AREA(S) BY TOPICAL ROUTE EVERY 3 HOURS 6 TIMES PER DAY until clear,apply to the affected areas by topical route every 3 hours 6 times per day until clear,apply,0,5,apply,,,,,,,,,,,,,topically,31,38,topical,1,,3,,hour,,,,,,,,45,57,every 3 hour,every 3 hours,,,,,,,,,,,,,,,
Apply very lightly to area of acne every night,apply very lightly to area of acne every night,apply,0,5,apply,,,,,,,,,,,,,,,,,1,,1,,day,,,,,,,,35,46,every night,daily,at night,35,46,every night,,,,,,,,,,,
Bring to office for oral administration,bring to office for oral administration,,,,,,,,,,,,,,,,,by mouth,20,24,oral,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
chew 1 tablet daily,chew 1 tablet daily,chew,0,4,chew,1,,tablet,4,13, 1 tablet,,,,,,,,,,,1,,1,,day,,,,,,,,14,19,daily,daily,,,,,,,,,,,,,,,
Chew 1-2 tablet(s) by mouth every 6 hours if needed for fever or pain.,chew 1-2 tablets by mouth every 6 hours if needed for fever or pain,chew,0,4,chew,1,2,tablet,4,16, 1-2 tablets,,,,,,,by mouth,17,25,by mouth,1,,6,,hour,,,,,,,,26,38,every 6 hour,every 6 hours,,,,,,,,,,,,,,,
Chew 1-2 tablets by mouth with meals and at bedtime as needed. Max 6 tablets per day,chew 1-2 tablets by mouth with meals and at bedtime as needed max 6 tablets per day,chew,0,4,chew,1,2,tablet,4,16, 1-2 tablets,,,,,,,by mouth,17,25,by mouth,1,,1,,day,,,,,,,,41,51,at bedtime,daily,with meals and at bedtime,26,51,with meals and at bedtime,,,,,,,1,,52,83,as needed max 6 tablets per day
Dissolve 1 lozenge by mouth every 2 hours as needed for coughing or dry/painful throat,dissolve 1 lozenge by mouth every 2 hours as needed for coughing or dry/painful throat,dissolve,0,8,dissolve,1,,lozenge,8,18, 1 lozenge,,,,,,,by mouth,19,27,by mouth,1,,2,,hour,,,,,,,,28,40,every 2 hour,every 2 hours,,,,,,,,,,,1,"pain,cough",42,86,as needed for coughing or dry/painful throat
Dissolve in warm water and soak the affected area,dissolve in warm water and soak the affected area,dissolve,0,8,dissolve,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"DRINK AS NEEDED FOR HYDRATION, UP TO 1000 ML PER DAY",drink as needed for hydration up to 1000 ml per day,,,,,1000,,mL,35,43, 1000 ml,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,6,51,as needed for hydration up to 1000 ml per day
give 40  mg SQ every 14 days.,give 40 mg sq every 14 days,give,0,4,give,,,,,,,40,,mg,4,10, 40 mg,subcutaneously,11,13,sq,1,,14,,day,,,,,,,,14,26,every 14 day,every 14 days,,,,,,,,,,,,,,,
Inhale 1 ampule via nebulizer every 6 hours if needed for shortness of breath or wheezing,inhale 1 ampule via nebulizer every 6 hours if needed for shortness of breath or wheezing,inhale,0,6,inhale,,,,,,,,,,,,,via inhalation,0,6,inhale,1,,6,,hour,,,,,,,,30,42,every 6 hour,every 6 hours,,,,,,,,,,,,,,,
inhale 1 puff by inhalation route 2 times every day in the morning and evening,inhale 1 puff by inhalation route 2 times every day in the morning and evening,inhale,0,6,inhale,1,,puff,6,13, 1 puff,,,,,,,via inhalation,0,6,inhale,1,,1,,day,,,,,,,,42,66,every day in the morning,daily,in the morning,52,66,in the morning,,,,,,,,,,,
inhale 2 puff by inhalation route  every 4 - 6 hours as needed,inhale 2 puff by inhalation route every 4 - 6 hours as needed,inhale,0,6,inhale,2,,puff,6,13, 2 puff,,,,,,,via inhalation,0,6,inhale,1,,4,6,hour,,,,,,,,34,50,every 4 - 6 hour,every 4-6 hours,,,,,,,,,,,1,,52,61,as needed
INHALE 2 puff(s) by inhalation route every 4 hours,inhale 2 puffs by inhalation route every 4 hours,inhale,0,6,inhale,2,,puff,6,13, 2 puff,,,,,,,via inhalation,0,6,inhale,1,,4,,hour,,,,,,,,35,47,every 4 hour,every 4 hours,,,,,,,,,,,,,,,
Inhale 2 puffs by mouth twice daily. Rinse mouth with water. Every day controller med.,inhale 2 puffs by mouth twice daily rinse mouth with water every day controller med,inhale,0,6,inhale,2,,puff,6,13, 2 puff,,,,,,,via inhalation,0,6,inhale,1,,1,,day,,,,,,,,59,68,every day,daily,,,,,,,,,,,,,,,
Inhale 2 puffs every 6 hours if needed for shortness of breath/wheezing,inhale 2 puffs every 6 hours if needed for shortness of breath/wheezing,inhale,0,6,inhale,2,,puff,6,13, 2 puff,,,,,,,via inhalation,0,6,inhale,1,,6,,hour,,,,,,,,15,27,every 6 hour,every 6 hours,,,,,,,,,,,,,,,
INHALE IN EACH NOSTRIL AS NEEDED TO MOISTURIZE AND CLEAR MUCUS,inhale in each nostril as needed to moisturize and clear mucus,inhale,0,6,inhale,,,,,,,,,,,,,via inhalation,0,6,inhale,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,23,62,as needed to moisturize and clear mucus
INJECT 0 mL by intradermal route ,inject 0 ml by intradermal route,inject,0,6,inject,0,,mL,6,11, 0 ml,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Inject 0.5 mL (one pen) EVERY WEEK by subcutaneous route into thigh, abdomen or back of the arm. Rotate sites.",inject 0.5 ml one pen every week by subcutaneous route into thigh abdomen or back of the arm rotate sites,inject,0,6,inject,0.5,,mL,6,13, 0.5 ml,,,,,,,subcutaneously,36,48,subcutaneous,1,,1,,week,,,,,,,,22,32,every week,every week,,,,,,,,,,,,,,,
Inject 1 gm intramuscular,inject 1 gm intramuscular,inject,0,6,inject,,,,,,,1,,g,6,11, 1 gm,intramuscularly,12,25,intramuscular,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INJECT 1 mL by intramuscular route ,inject 1 ml by intramuscular route,inject,0,6,inject,1,,mL,6,11, 1 ml,,,,,,,intramuscularly,15,28,intramuscular,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INJECT 1 mL by intramuscular route every 3 months,inject 1 ml by intramuscular route every 3 months,inject,0,6,inject,1,,mL,6,11, 1 ml,,,,,,,intramuscularly,15,28,intramuscular,1,,3,,month,,,,,,,,35,48,every 3 month,every 3 months,,,,,,,,,,,,,,,
INJECT 1 mL by subcutaneous route every week,inject 1 ml by subcutaneous route every week,inject,0,6,inject,1,,mL,6,11, 1 ml,,,,,,,subcutaneously,15,27,subcutaneous,1,,1,,week,,,,,,,,34,44,every week,every week,,,,,,,,,,,,,,,
INJECT 1000 mL by intravenous route ,inject 1000 ml by intravenous route,inject,0,6,inject,1000,,mL,6,14, 1000 ml,,,,,,,intravenously,18,29,intravenous,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INJECT 2 mL by intramuscular route every day,inject 2 ml by intramuscular route every day,inject,0,6,inject,2,,mL,6,11, 2 ml,,,,,,,intramuscularly,15,28,intramuscular,1,,1,,day,,,,,,,,35,44,every day,daily,,,,,,,,,,,,,,,
inject by subcutaneous route 15 units before breakfast and 20 U before evening meal,inject by subcutaneous route 15 units before breakfast and 20 u before evening meal,inject,0,6,inject,,,,,,,15,,units,28,37, 15 units,subcutaneously,10,22,subcutaneous,,,,,,,,,,,,,,,,,before breakfast,38,54,before breakfast,,,,,,,,,,,
INSERT 1 applicator(s)ful by vaginal route every day,insert 1 applicatorsful by vaginal route every day,insert,0,6,insert,1,,applicatorful,6,23, 1 applicatorsful,,,,,,,vaginally,27,34,vaginal,1,,1,,day,,,,,,,,41,50,every day,daily,,,,,,,,,,,,,,,
INSERT 1 suppositor(y/ies) by rectal route every day,insert 1 suppository/ies by rectal route every day,insert,0,6,insert,1,,suppository,6,20, 1 suppository,,,,,,,rectally,28,34,rectal,1,,1,,day,,,,,,,,41,50,every day,daily,,,,,,,,,,,,,,,
INSTILL 1 DROP INTO AFFECTED EYE(S) 2 TIMES PER DAY AT AN INTERVAL OF 6 TO 8 HOURS,instill 1 drop into affected eyes 2 times per day at an interval of 6 to 8 hours,instill,0,7,instill,1,,drops,7,14, 1 drop,,,,,,,in both eyes,29,33,eyes,2,,1,,day,,,,,,,,34,49,2 times per day,twice daily,,,,,,,,,,,,,,,
INSTILL 1 DROP INTO AFFECTED EYE(S) BY OPHTHALMIC ROUTE EVERY 2 HOURSWHILE AWAKE FOR 2 DAYS THEN 1 DROP EVERY 4 HRS WHILE AWAKE FOR 5 DAYS,instill 1 drop into affected eyes by ophthalmic route every 2 hourswhile awake for 2 days then 1 drop every 4 hrs while awake for 5 days,instill,0,7,instill,1,,drops,7,14, 1 drop,,,,,,,in both eyes,29,33,eyes,1,,2,,hour,,,,,,,,54,66,every 2 hour,every 2 hours,,,,,2,,day,79,88,2 day,,,,,
INSTILL 1 DROP INTO AFFECTED EYE(S) BY OPHTHALMIC ROUTE EVERY 6 HOURS,instill 1 drop into affected eyes by ophthalmic route every 6 hours,instill,0,7,instill,1,,drops,7,14, 1 drop,,,,,,,in both eyes,29,33,eyes,1,,6,,hour,,,,,,,,54,66,every 6 hour,every 6 hours,,,,,,,,,,,,,,,
instill 4 drop by otic route 2 times every day for 7 days into affected ear(s),instill 4 drop by otic route 2 times every day for 7 days into affected ears,instill,0,7,instill,4,,drops,7,14, 4 drop,,,,,,,in ear(s),18,22,otic,1,,1,,day,,,,,,,,37,46,every day,daily,,,,,7,,day,47,56,7 day,,,,,
INSTILL 5 DROPS INTO AFFECTED EAR(S) 2 TIMES PER DAY to clear ear wax,instill 5 drops into affected ears 2 times per day to clear ear wax,instill,0,7,instill,5,,drops,7,14, 5 drop,,,,,,,in both ears,30,34,ears,2,,1,,day,,,,,,,,35,50,2 times per day,twice daily,,,,,,,,,,,,,,,
one tablet BID PRN for moderate breakthrough pain,one tablet bid prn for moderate breakthrough pain,,,,,1,,tablet,0,10,one tablet,,,,,,,,,,,2,,1,,day,,,,,,,,11,14,bid,twice daily,,,,,,,,,,,1,breakthrough pain,15,49,prn for moderate breakthrough pain
PLACE 1 DROP IN AFFECTED EYE(S) AS NEEDED UP TO 4 TIMES DAILY,place 1 drop in affected eyes as needed up to 4 times daily,place,0,5,place,1,,drops,5,12, 1 drop,,,,,,,in both eyes,25,29,eyes,4,,1,,day,,,,,,,,46,59,4 times daily,4 times per day,,,,,,,,,,,1,,30,59,as needed up to 4 times daily
PLACE 15 mL by mucous membrane route 2 times a day,place 15 ml by mucous membrane route 2 times a day,place,0,5,place,15,,mL,5,11, 15 ml,,,,,,,,,,,2,,1,,day,,,,,,,,37,50,2 times a day,twice daily,,,,,,,,,,,,,,,
"Place 15 ml in mouth and swish for 30 seconds, then spit. Repeat twice daily.",place 15 ml in mouth and swish for 30 seconds then spit repeat twice daily,place,0,5,place,15,,mL,5,11, 15 ml,,,,,,,,,,,2,,1,,day,,,,,,,,63,74,twice daily,twice daily,,,,,,,,,,,,,,,
PLACE 2 tablet(s) by translingual route 2 times a day,place 2 tablets by translingual route 2 times a day,place,0,5,place,2,,tablet,5,15, 2 tablets,,,,,,,translingually,19,31,translingual,2,,1,,day,,,,,,,,38,51,2 times a day,twice daily,,,,,,,,,,,,,,,
SPRAY 1 spray(s) by intranasal route every day,spray 1 sprays by intranasal route every day,spray,0,5,spray,1,,spray,5,13, 1 spray,,,,,,,,,,,1,,1,,day,,,,,,,,35,44,every day,daily,,,,,,,,,,,,,,,
spray 2 spray by intranasal route  every day in each nostril to prevent sinus infection,spray 2 spray by intranasal route every day in each nostril to prevent sinus infection,spray,0,5,spray,2,,spray,5,13, 2 spray,,,,,,,in each nostril,44,59,in each nostril,1,,1,,day,,,,,,,,34,43,every day,daily,,,,,,,,,,,,,,,
take 0.5 pill twice a day as needed for pain.  Do not take more than 1 pill a day.,take 0.5 pill twice a day as needed for pain do not take more than 1 pill a day,take,0,4,take,0.5,,pill,4,13, 0.5 pill,,,,,,,,,,,2,,1,,day,,,,,,,,14,25,twice a day,twice daily,,,,,,,,,,,1,pain,26,79,as needed for pain do not take more than 1 pill a day
Take 1- 2  capsule(s) 3 times a day by oral route as needed for cough,take 1- 2 capsules 3 times a day by oral route as needed for cough,take,0,4,take,1,2,capsule,4,18, 1- 2 capsules,,,,,,,by mouth,36,40,oral,3,,1,,day,,,,,,,,19,32,3 times a day,3 times per day,,,,,,,,,,,1,cough,47,66,as needed for cough
TAKE 1 application(s) by dental route 2 times a day,take 1 applications by dental route 2 times a day,take,0,4,take,1,,application,4,18, 1 application,,,,,,,to the teeth,23,29,dental,2,,1,,day,,,,,,,,36,49,2 times a day,twice daily,,,,,,,,,,,,,,,
Take 1 capful mixed in 8 ounces of liquid every day for constipation.,take 1 capful mixed in 8 ounces of liquid every day for constipation,take,0,4,take,1,,capful,4,13, 1 capful,,,,,,,,,,,1,,1,,day,,,,,,,,42,51,every day,daily,,,,,,,,,,,,,,,
take 1 capsule (20MG)  by ORAL route 30-60 minutes before the same meal every day,take 1 capsule 20mg by oral route 30-60 minutes before the same meal every day,take,0,4,take,1,,capsule,4,14, 1 capsule,20,,mg,14,19, 20mg,by mouth,23,27,oral,1,,1,,day,,,,,,,,69,78,every day,daily,,,,,,,,,,,,,,,
TAKE 1 CAPSULE BY MOUTH 30 MINUTES BEFORE THE SAME MEAL EVERY DAY,take 1 capsule by mouth 30 minutes before the same meal every day,take,0,4,take,1,,capsule,4,14, 1 capsule,,,,,,,by mouth,15,23,by mouth,1,,1,,day,,,,,,,,56,65,every day,daily,,,,,,,,,,,,,,,
Take 1 capsule by mouth every 8 hours to reduce nerve pain,take 1 capsule by mouth every 8 hours to reduce nerve pain,take,0,4,take,1,,capsule,4,14, 1 capsule,,,,,,,by mouth,15,23,by mouth,1,,8,,hour,,,,,,,,24,36,every 8 hour,every 8 hours,,,,,,,,,,,,,,,
take 1 capsule by oral route  every day 1/2 hour following the same meal each day,take 1 capsule by oral route every day 1/2 hour following the same meal each day,take,0,4,take,1,,capsule,4,14, 1 capsule,,,,,,,by mouth,18,22,oral,1,,1,,day,,,,,,,,29,38,every day,daily,,,,,,,,,,,,,,,
take 1 capsule by oral route  every day before a meal,take 1 capsule by oral route every day before a meal,take,0,4,take,1,,capsule,4,14, 1 capsule,,,,,,,by mouth,18,22,oral,1,,1,,day,,,,,,,,29,38,every day,daily,a meal,46,52,a meal,,,,,,,,,,,
take 1 capsule by oral route 2 times every day,take 1 capsule by oral route 2 times every day,take,0,4,take,1,,capsule,4,14, 1 capsule,,,,,,,by mouth,18,22,oral,1,,1,,day,,,,,,,,37,46,every day,daily,,,,,,,,,,,,,,,
take 1 capsule by oral route once a day,take 1 capsule by oral route once a day,take,0,4,take,1,,capsule,4,14, 1 capsule,,,,,,,by mouth,18,22,oral,1,,1,,day,,,,,,,,29,39,once a day,daily,,,,,,,,,,,,,,,
Take 1 capsule every 8 hrs to reduce nerve pain,take 1 capsule every 8 hrs to reduce nerve pain,take,0,4,take,1,,capsule,4,14, 1 capsule,,,,,,,,,,,1,,8,,hour,,,,,,,,15,26,every 8 hrs,every 8 hours,,,,,,,,,,,,,,,
